time_s,load_velocity,load_torque,test_velocity,test_torque,loadcell_torque_nm,load_voltage,load_current,test_voltage,test_current
0.02,-0.05,-0.47,-0.01,0.00,0.00,47.82,0.00,47.89,0.00
0.03,-0.05,-0.47,0.00,0.00,0.00,47.81,0.01,47.89,-0.00
0.03,0.00,-0.54,-0.05,0.00,0.00,47.81,0.01,47.89,0.00
0.04,-0.08,-0.44,0.05,0.00,0.00,47.82,0.01,47.89,0.00
0.05,0.01,-0.56,-0.07,0.00,0.00,47.81,0.01,47.89,-0.00
0.06,0.03,-0.60,-0.02,0.00,0.00,47.80,0.01,47.90,-0.00
0.07,0.12,-0.72,0.03,0.00,0.00,47.81,0.01,47.90,-0.00
0.08,0.11,-0.72,0.06,0.00,0.00,47.82,0.01,47.89,-0.00
0.09,-0.10,-0.45,-0.03,0.00,0.00,47.81,0.01,47.89,-0.00
0.11,0.05,-1.18,0.11,0.02,0.00,47.82,0.02,47.89,-0.00
0.11,-0.25,-0.80,-0.09,0.02,0.00,47.82,0.02,47.88,0.00
0.12,-0.35,-0.67,0.01,0.02,0.00,47.80,0.02,47.88,-0.00
0.13,-0.06,-1.06,-0.09,0.02,0.00,47.81,0.03,47.89,0.00
0.14,-0.08,-1.05,0.04,0.02,0.00,47.82,0.03,47.88,-0.00
0.15,-0.08,-1.06,0.07,0.02,0.00,47.81,0.03,47.89,-0.00
0.16,-0.20,-0.92,-0.06,0.02,0.00,47.82,0.03,47.88,0.00
0.17,0.04,-1.23,0.02,0.02,0.00,47.81,0.03,47.88,-0.00
0.18,-0.17,-0.98,-0.01,0.02,0.00,47.82,0.03,47.90,-0.00
0.19,-0.27,-0.86,0.06,0.02,0.00,47.81,0.03,47.89,-0.00
0.20,-0.19,-1.49,0.08,0.03,0.00,47.82,0.04,47.89,0.00
0.21,-0.95,-0.51,0.12,0.03,0.00,47.81,0.02,47.89,-0.00
0.22,-0.49,-1.12,0.25,0.03,0.00,47.82,0.03,47.88,0.00
0.23,-0.51,-1.11,0.34,0.03,0.00,47.82,0.03,47.89,0.00
0.24,-0.52,-1.11,0.83,0.03,0.00,47.81,0.03,47.90,-0.00
0.25,-0.85,-0.68,1.79,0.03,0.00,47.81,0.02,47.89,-0.00
0.26,-0.59,-1.03,0.96,0.03,0.00,47.82,0.02,47.89,0.00
0.27,-0.40,-1.29,0.93,0.03,0.00,47.82,0.04,47.88,0.00
0.28,-0.38,-1.32,0.53,0.03,0.00,47.81,0.03,47.90,0.00
0.29,-0.49,-1.20,0.75,0.03,-0.05,47.82,0.03,47.89,0.00
0.31,-0.66,-0.98,0.68,0.04,-0.06,47.81,0.03,47.89,-0.00
0.31,-1.26,-0.73,1.34,0.04,-0.06,47.82,0.02,47.90,-0.00
0.32,-1.58,-0.31,0.72,0.04,-0.07,47.82,0.01,47.89,0.00
0.33,-1.11,-0.93,1.50,0.04,-0.07,47.81,0.01,47.88,0.00
0.34,-1.59,-0.31,2.11,0.04,-0.07,47.81,0.01,47.89,-0.00
0.35,-0.98,-1.10,2.08,0.04,-0.07,47.81,0.02,47.89,0.00
0.36,-1.57,-0.35,2.02,0.04,-0.07,47.82,0.01,47.88,0.00
0.37,-0.97,-1.13,1.40,0.04,-0.07,47.82,0.02,47.89,0.00
0.38,-1.58,-0.35,1.23,0.04,-0.07,47.81,0.02,47.88,0.00
0.39,-0.98,-1.14,0.80,0.04,-0.07,47.81,0.03,47.88,0.00
0.40,-1.15,-0.92,0.11,0.04,-0.07,47.81,0.03,47.89,0.00
0.41,-1.40,-1.13,0.06,0.05,-0.07,47.81,0.03,47.89,-0.00
0.42,-1.89,-0.49,0.38,0.05,-0.06,47.82,0.02,47.89,0.00
0.43,-1.40,-1.13,1.49,0.05,-0.06,47.82,0.03,47.89,-0.00
0.44,-2.06,-0.28,2.96,0.05,-0.06,47.81,0.01,47.89,-0.00
0.45,-2.84,0.75,2.90,0.05,-0.06,47.83,-0.00,47.89,-0.00
0.46,-1.28,-1.30,2.31,0.05,-0.06,47.82,0.01,47.89,0.00
0.47,-1.99,-0.37,2.54,0.05,-0.06,47.81,0.02,47.90,0.00
0.48,-2.25,-0.03,2.29,0.05,-0.06,47.82,0.00,47.89,0.00
0.49,-1.42,-1.11,1.71,0.05,-0.05,47.82,0.02,47.89,0.00
0.50,-1.84,-0.58,1.23,0.05,-0.05,47.81,0.02,47.89,-0.00
0.51,-2.17,-0.68,0.89,0.06,-0.05,47.81,0.02,47.90,0.00
0.52,-2.01,-0.88,1.50,0.06,-0.05,47.82,0.02,47.89,-0.00
0.53,-1.98,-0.94,2.09,0.06,-0.04,47.82,0.03,47.88,0.00
0.54,-1.71,-1.30,2.15,0.06,-0.04,47.81,0.03,47.88,0.00
0.55,-1.79,-1.20,1.38,0.06,-0.04,47.82,0.03,47.89,0.00
0.56,-2.45,-0.34,0.83,0.06,-0.04,47.81,0.02,47.89,0.00
0.57,-2.40,-0.41,1.80,0.06,-0.04,47.81,0.02,47.89,0.00
0.58,-1.94,-1.01,2.64,0.06,-0.04,47.81,0.02,47.89,0.00
0.59,-1.64,-1.41,3.09,0.06,-0.04,47.82,0.05,47.90,0.00
0.60,-2.45,-0.36,3.43,0.06,-0.04,47.82,0.02,47.89,0.00
0.61,-2.24,-1.16,2.85,0.07,-0.05,47.81,0.02,47.89,0.00
0.62,-3.29,0.21,1.82,0.07,-0.05,47.81,0.01,47.88,0.00
0.63,-3.26,0.18,1.44,0.07,-0.05,47.82,0.00,47.89,0.00
0.64,-2.05,-1.41,1.80,0.07,-0.05,47.81,0.04,47.88,0.00
0.65,-2.33,-1.05,2.57,0.07,-0.04,47.82,0.03,47.90,0.00
0.66,-3.10,-0.05,4.02,0.07,-0.04,47.81,0.02,47.89,-0.00
0.67,-2.69,-0.59,3.98,0.07,-0.04,47.82,0.02,47.89,0.00
0.68,-2.17,-1.27,4.06,0.07,-0.04,47.81,0.01,47.89,0.00
0.69,-3.40,0.34,2.78,0.07,-0.04,47.83,0.00,47.90,0.00
0.70,-2.64,-0.65,2.45,0.07,-0.04,47.81,0.01,47.89,0.00
0.71,-3.00,-0.71,3.09,0.08,-0.04,47.81,0.02,47.89,0.00
0.72,-2.95,-0.77,3.08,0.08,-0.04,47.81,0.01,47.88,0.00
0.73,-3.27,-0.37,2.84,0.08,-0.04,47.82,0.03,47.89,0.00
0.74,-2.98,-0.75,1.81,0.08,-0.04,47.81,0.02,47.88,0.00
0.75,-3.12,-0.58,0.93,0.08,-0.04,47.81,0.02,47.88,0.00
0.76,-2.82,-0.96,1.41,0.08,-0.03,47.82,0.02,47.89,0.00
0.77,-3.64,0.10,2.57,0.08,-0.03,47.82,0.02,47.89,-0.00
0.78,-2.76,-1.05,4.49,0.08,-0.03,47.82,0.01,47.89,-0.00
0.79,-3.98,0.53,4.59,0.08,-0.03,47.82,0.01,47.89,0.00
0.80,-2.24,-1.74,4.42,0.08,-0.03,47.82,0.02,47.89,0.00
0.81,-3.84,-0.17,3.85,0.09,-0.03,47.82,0.01,47.89,0.00
0.82,-2.68,-1.68,3.80,0.09,-0.02,47.81,0.02,47.89,0.00
0.83,-4.05,0.09,3.34,0.09,-0.02,47.82,0.01,47.89,0.00
0.84,-3.46,-0.66,2.11,0.09,-0.02,47.82,0.01,47.89,0.00
0.85,-3.69,-0.37,2.97,0.09,-0.02,47.82,0.01,47.89,0.00
0.86,-4.03,0.07,2.39,0.09,-0.01,47.82,0.01,47.90,0.00
0.87,-2.77,-1.57,2.78,0.09,-0.01,47.81,0.02,47.88,0.00
0.88,-4.14,0.21,3.51,0.09,-0.00,47.82,0.01,47.89,0.00
0.89,-2.86,-1.47,3.87,0.09,0.00,47.82,0.06,47.89,0.00
0.90,-3.55,-0.56,4.63,0.09,0.00,47.82,0.01,47.88,0.00
0.91,-4.09,0.13,3.50,0.09,0.00,47.81,0.02,47.89,0.00
0.92,-4.62,0.31,2.79,0.10,-0.00,47.81,0.00,47.89,0.00
0.93,-3.46,-1.21,3.06,0.10,-0.00,47.82,0.02,47.88,0.00
0.94,-4.26,-0.17,3.77,0.10,-0.00,47.82,0.02,47.89,0.00
0.95,-3.69,-0.91,4.63,0.10,-0.00,47.81,0.01,47.89,0.00
0.96,-4.52,0.17,4.13,0.10,-0.00,47.82,0.02,47.89,0.00
0.97,-3.60,-1.03,4.14,0.10,-0.00,47.82,0.02,47.89,0.00
0.98,-4.46,0.09,4.77,0.10,-0.00,47.81,0.01,47.89,0.00
0.99,-4.09,-0.39,4.11,0.10,-0.00,47.81,0.01,47.90,0.00
1.00,-3.93,-0.60,3.32,0.10,0.00,47.82,0.02,47.88,0.01
1.01,-3.78,-0.79,2.89,0.10,0.01,47.82,0.01,47.89,0.00
1.02,-4.56,-0.30,3.93,0.11,0.01,47.82,0.02,47.88,0.00
1.03,-3.70,-1.43,4.47,0.11,0.01,47.82,0.04,47.89,0.00
1.04,-4.56,-0.30,4.42,0.11,0.01,47.82,0.01,47.90,0.00
1.05,-4.13,-0.87,4.07,0.11,0.01,47.81,0.01,47.90,0.00
1.06,-3.93,-1.13,4.74,0.11,0.01,47.81,0.04,47.89,0.00
1.07,-4.34,-0.60,4.41,0.11,0.01,47.82,0.01,47.89,0.00
1.08,-4.45,-0.45,4.24,0.11,0.01,47.82,0.01,47.90,0.00
1.09,-4.70,-0.12,4.19,0.11,0.01,47.81,0.01,47.89,0.00
1.10,-4.27,-0.68,4.69,0.11,0.01,47.82,0.00,47.89,0.00
1.11,-4.19,-0.78,4.30,0.11,0.01,47.81,0.03,47.88,0.00
1.12,-4.75,-0.58,4.66,0.12,0.01,47.82,0.02,47.88,-0.00
1.13,-4.84,-0.46,4.62,0.12,0.01,47.82,0.01,47.89,0.00
1.14,-4.54,-0.86,4.46,0.12,0.01,47.81,0.02,47.88,0.00
1.15,-4.65,-0.72,4.52,0.12,0.01,47.82,0.03,47.89,0.00
1.16,-5.55,0.46,4.91,0.12,0.01,47.82,0.01,47.90,0.00
1.17,-4.32,-1.14,4.67,0.12,0.01,47.82,0.02,47.89,0.00
1.18,-4.79,-0.54,4.77,0.12,0.02,47.82,0.02,47.89,0.00
1.19,-4.29,-1.19,5.92,0.12,0.02,47.82,0.02,47.88,0.00
1.20,-5.10,-0.13,5.02,0.12,0.02,47.82,0.02,47.89,0.00
1.21,-4.58,-0.81,4.64,0.12,0.02,47.82,0.00,47.88,0.00
1.22,-4.30,-1.70,5.40,0.13,0.02,47.81,0.04,47.90,0.00
1.23,-5.32,-0.37,5.38,0.13,0.02,47.82,0.01,47.88,0.00
