time_s,load_velocity,load_torque,test_velocity,test_torque,loadcell_torque_nm,load_voltage,load_current,test_voltage,test_current
0.02,0.01,-0.01,-0.05,0.05,-0.01,47.82,-0.00,47.89,0.00
0.02,0.06,-0.08,-0.08,0.05,-0.01,47.82,0.00,47.89,-0.00
0.03,-0.09,0.11,0.00,0.05,-0.01,47.82,0.00,47.89,0.00
0.04,-0.05,0.07,0.02,0.05,-0.01,47.81,0.00,47.89,0.00
0.05,-0.04,0.05,0.01,0.05,-0.01,47.82,0.00,47.89,0.00
0.06,-0.01,0.01,-0.02,0.05,-0.01,47.82,0.00,47.91,0.00
0.07,0.01,-0.02,-0.05,0.05,-0.01,47.82,0.00,47.89,0.00
0.08,0.01,-0.01,-0.07,0.05,-0.01,47.82,0.00,47.89,-0.00
0.09,0.05,-0.06,-0.08,0.05,-0.01,47.82,-0.00,47.90,0.00
0.10,-0.01,0.01,0.08,0.10,-0.01,47.82,0.00,47.89,0.00
0.11,-0.21,-0.79,0.03,0.10,-0.01,47.81,0.01,47.90,0.00
0.12,-0.21,-0.80,-0.05,0.10,-0.01,47.82,0.02,47.89,0.00
0.13,-0.23,-0.77,0.04,0.10,-0.01,47.82,0.02,47.89,0.00
0.14,-0.09,-0.98,0.08,0.10,-0.01,47.83,0.02,47.90,0.00
0.15,-0.13,-0.93,-0.01,0.10,-0.01,47.82,0.03,47.90,0.00
0.16,0.17,-1.33,-0.12,0.10,-0.01,47.83,0.03,47.89,0.00
0.17,-0.18,-0.89,0.02,0.10,-0.01,47.83,0.03,47.90,0.00
0.18,-0.02,-1.11,0.05,0.10,-0.01,47.83,0.03,47.89,0.00
0.19,-0.07,-1.06,0.10,0.10,-0.01,47.82,0.03,47.90,0.00
0.20,0.15,-1.36,-0.09,0.10,-0.01,47.82,0.03,47.89,0.00
0.21,-0.44,-1.13,-0.09,0.15,-0.01,47.83,0.03,47.90,0.00
0.22,-0.30,-1.32,0.04,0.15,-0.01,47.83,0.04,47.90,0.00
0.23,-0.47,-1.11,0.04,0.15,-0.01,47.81,0.04,47.90,0.00
0.24,-0.65,-0.90,0.08,0.15,-0.01,47.82,0.03,47.90,0.00
0.25,-0.40,-1.24,0.15,0.15,-0.01,47.83,0.03,47.90,0.00
0.26,-0.53,-1.08,-0.00,0.15,-0.01,47.83,0.03,47.89,0.00
0.27,-0.66,-0.92,0.04,0.15,-0.01,47.82,0.04,47.89,0.00
0.28,-0.51,-1.13,0.06,0.15,-0.01,47.83,0.04,47.89,0.00
0.29,-0.38,-1.31,-0.08,0.15,-0.01,47.83,0.04,47.89,0.00
0.30,-0.52,-1.14,0.02,0.15,-0.01,47.82,0.04,47.89,0.00
0.31,-1.21,-0.77,0.11,0.20,-0.01,47.82,0.03,47.90,0.00
0.32,-0.31,-1.96,0.16,0.20,-0.01,47.82,0.06,47.90,0.00
0.33,-1.34,-0.62,0.44,0.20,-0.01,47.82,0.02,47.90,0.00
0.34,-0.91,-1.19,0.98,0.20,-0.02,47.83,0.04,47.89,0.00
0.35,-1.42,-0.53,1.97,0.20,-0.02,47.83,0.01,47.89,0.00
0.36,-0.80,-1.34,2.81,0.20,-0.03,47.82,0.01,47.89,0.00
0.37,-1.86,0.04,3.50,0.20,-0.03,47.81,0.01,47.90,0.00
0.38,-1.25,-0.75,3.28,0.20,-0.04,47.82,0.02,47.90,0.00
0.39,-1.40,-0.57,1.77,0.20,-0.04,47.82,0.02,47.90,0.00
0.40,-1.00,-1.09,0.93,0.20,-0.05,47.82,0.02,47.90,0.00
0.41,-1.71,-0.70,0.30,0.25,-0.05,47.81,0.03,47.90,0.00
0.42,-1.63,-0.80,-0.14,0.25,-0.05,47.83,0.02,47.90,0.00
0.43,-1.70,-0.72,0.16,0.25,-0.05,47.82,0.02,47.89,0.00
0.44,-2.14,-0.15,0.32,0.25,-0.05,47.81,0.01,47.89,0.00
0.45,-1.12,-1.48,0.98,0.25,-0.05,47.83,0.03,47.89,0.00
0.46,-1.68,-0.76,1.47,0.25,-0.05,47.83,0.02,47.88,0.00
0.47,-2.30,0.05,3.56,0.25,-0.06,47.82,0.01,47.89,0.00
0.48,-1.40,-1.13,3.82,0.25,-0.07,47.82,0.02,47.88,0.00
0.49,-1.69,-0.76,4.35,0.25,-0.08,47.82,0.02,47.88,0.00
0.50,-2.21,-0.08,3.68,0.25,-0.08,47.82,0.01,47.90,0.00
0.51,-2.43,-0.31,3.48,0.30,-0.08,47.83,0.00,47.90,0.01
0.52,-2.34,-0.43,4.39,0.30,-0.08,47.82,0.01,47.89,0.00
0.53,-2.73,0.07,4.42,0.30,-0.08,47.82,0.01,47.89,0.01
0.54,-0.91,-2.31,4.07,0.30,-0.08,47.83,0.05,47.89,0.01
0.55,-2.83,0.20,3.00,0.30,-0.07,47.82,0.01,47.89,0.00
0.56,-1.90,-1.02,4.36,0.30,-0.06,47.81,0.01,47.89,0.00
0.57,-2.21,-0.63,4.41,0.30,-0.06,47.82,0.02,47.90,0.01
0.58,-1.53,-1.52,4.56,0.30,-0.05,47.82,0.03,47.90,0.01
0.59,-1.85,-1.11,4.84,0.30,-0.04,47.83,0.04,47.90,0.01
0.60,-1.55,-1.50,5.00,0.30,-0.04,47.82,0.05,47.90,0.01
0.61,-1.98,-1.48,5.28,0.35,-0.04,47.82,0.06,47.89,0.01
0.62,-2.78,-0.44,5.71,0.35,-0.04,47.82,0.01,47.90,0.01
0.63,-3.06,-0.07,5.41,0.35,-0.04,47.82,0.01,47.89,0.01
0.64,-3.72,0.80,5.81,0.35,-0.04,47.82,-0.00,47.90,0.01
0.65,-1.68,-1.87,6.13,0.35,-0.03,47.82,0.02,47.90,0.01
0.66,-3.38,0.36,4.71,0.35,-0.03,47.83,0.00,47.89,0.01
0.67,-2.45,-0.86,4.88,0.35,-0.02,47.82,0.01,47.89,0.01
0.68,-4.05,1.24,4.09,0.35,-0.02,47.82,0.00,47.89,0.01
0.69,-1.99,-1.45,3.24,0.35,-0.01,47.83,0.01,47.90,0.01
0.70,-3.45,0.45,1.79,0.35,0.01,47.82,-0.00,47.90,0.01
0.71,-2.47,-0.81,1.98,0.40,0.02,47.81,-0.00,47.90,0.01
0.72,-3.87,0.49,2.47,0.40,0.03,47.82,-0.00,47.88,0.01
0.73,-2.45,-1.36,4.47,0.40,0.04,47.83,0.01,47.90,0.01
0.74,-3.63,0.18,3.86,0.40,0.05,47.82,0.00,47.89,0.01
0.75,-3.90,0.54,2.84,0.40,0.05,47.82,0.00,47.89,0.01
0.76,-2.31,-1.54,2.86,0.40,0.05,47.83,0.01,47.90,0.01
0.77,-3.61,0.14,3.50,0.40,0.06,47.82,0.02,47.89,0.01
0.78,-2.55,-1.23,3.61,0.40,0.07,47.82,0.01,47.89,0.01
0.79,-3.90,0.52,2.75,0.40,0.07,47.82,0.01,47.90,0.01
0.80,-3.08,-0.54,2.84,0.40,0.08,47.83,0.00,47.88,0.01
0.81,-3.15,-0.45,1.92,0.40,0.09,47.82,0.01,47.90,0.01
0.82,-3.52,-0.49,3.04,0.45,0.10,47.83,0.01,47.90,0.01
0.83,-3.72,-0.22,4.65,0.45,0.11,47.81,0.00,47.89,0.01
0.84,-3.19,-0.93,4.78,0.45,0.11,47.82,0.01,47.89,0.01
0.85,-4.01,0.15,4.35,0.45,0.11,47.82,0.00,47.90,0.01
0.86,-4.17,0.36,4.49,0.45,0.12,47.82,-0.00,47.89,0.01
0.87,-3.32,-0.74,4.81,0.45,0.12,47.83,0.00,47.90,0.01
0.88,-3.78,-0.13,3.39,0.45,0.12,47.82,0.00,47.90,0.01
0.89,-3.76,-0.16,3.14,0.45,0.13,47.82,0.01,47.90,0.01
0.90,-3.88,-0.00,4.19,0.45,0.13,47.81,0.00,47.90,0.01
0.91,-3.12,-0.99,3.60,0.45,0.13,47.83,0.00,47.90,0.01
0.92,-4.05,-0.31,3.12,0.50,0.13,47.83,0.03,47.89,0.01
0.93,-4.01,-0.36,3.99,0.50,0.13,47.82,0.01,47.90,0.01
0.94,-4.17,-0.15,4.24,0.50,0.13,47.83,0.01,47.91,0.01
0.95,-4.33,0.05,4.60,0.50,0.14,47.82,0.00,47.90,0.02
0.96,-3.95,-0.43,3.78,0.50,0.14,47.82,0.00,47.89,0.01
0.97,-4.42,0.18,5.13,0.50,0.14,47.82,0.00,47.89,0.02
0.98,-3.74,-0.71,5.33,0.50,0.14,47.83,0.01,47.89,0.01
0.99,-4.41,0.17,3.70,0.50,0.14,47.82,-0.00,47.89,0.02
1.00,-4.67,0.51,4.14,0.50,0.15,47.82,0.00,47.89,0.01
1.01,-3.52,-0.99,4.34,0.50,0.15,47.83,0.01,47.90,0.01
1.02,-4.50,-0.24,4.01,0.55,0.15,47.81,0.01,47.91,0.02
1.03,-4.63,-0.06,3.70,0.55,0.15,47.83,0.00,47.89,0.02
1.04,-4.08,-0.78,4.14,0.55,0.16,47.82,0.02,47.90,0.02
1.05,-4.54,-0.18,5.29,0.55,0.17,47.82,0.02,47.90,0.02
1.06,-4.47,-0.27,4.90,0.55,0.18,47.82,0.00,47.89,0.02
1.07,-4.51,-0.21,4.02,0.55,0.18,47.82,0.00,47.90,0.02
