time_s,load_velocity,load_torque,test_velocity,test_torque,loadcell_torque_nm,load_voltage,load_current,test_voltage,test_current
0.01,0.13,-0.26,-0.01,0.00,-0.00,47.82,0.00,47.90,-0.00
0.02,0.06,-0.18,0.02,0.00,-0.00,47.82,0.00,47.90,-0.00
0.03,-0.04,-0.07,-0.05,0.00,-0.00,47.82,0.00,47.91,-0.00
0.04,-0.08,-0.03,-0.06,0.00,-0.00,47.84,0.00,47.91,0.00
0.05,0.06,-0.18,-0.08,0.00,-0.00,47.82,0.00,47.89,0.00
0.06,-0.05,-0.07,0.07,0.00,-0.00,47.82,0.00,47.89,-0.00
0.07,0.03,-0.16,0.00,0.00,-0.00,47.82,0.00,47.90,-0.00
0.08,-0.03,-0.09,-0.05,0.00,-0.00,47.83,0.00,47.90,-0.00
0.09,0.05,-0.18,-0.02,0.00,-0.00,47.82,0.00,47.90,0.00
0.10,-0.05,-0.19,-0.00,0.00,-0.00,47.82,0.00,47.89,0.00
0.11,0.04,-0.28,0.08,0.34,-0.00,47.82,0.00,47.91,0.00
0.12,0.03,-0.28,0.02,0.34,-0.00,47.82,0.00,47.90,0.00
0.13,-0.07,-0.17,0.24,0.34,-0.00,47.82,0.00,47.91,0.00
0.14,-0.03,-0.22,0.48,0.34,-0.00,47.83,0.00,47.89,0.00
0.15,0.08,-0.34,0.97,0.34,-0.00,47.82,0.00,47.91,0.00
0.16,-0.03,-0.22,2.24,0.34,-0.00,47.82,0.00,47.90,0.00
0.17,-0.09,-0.16,2.59,0.34,-0.00,47.82,0.00,47.91,0.01
0.18,-0.06,-0.19,3.39,0.34,-0.00,47.82,0.00,47.91,0.01
0.19,-0.05,-0.21,2.81,0.34,-0.00,47.82,0.00,47.90,0.00
0.20,0.04,-0.43,2.79,0.34,-0.00,47.82,0.00,47.90,0.01
0.21,-0.03,-0.35,3.05,0.51,-0.00,47.83,0.00,47.90,0.01
0.22,0.01,-0.40,4.95,0.51,0.00,47.81,0.00,47.90,0.01
0.23,-0.14,-0.24,5.04,0.51,0.00,47.83,0.00,47.90,0.02
0.24,0.02,-0.43,6.59,0.51,0.00,47.82,0.00,47.90,0.01
0.25,-0.30,-0.07,7.53,0.51,0.00,47.82,0.00,47.90,0.01
0.26,-0.31,-0.05,6.66,0.51,0.00,47.82,0.00,47.90,0.02
0.27,-0.07,-0.33,7.25,0.51,0.01,47.82,0.00,47.91,0.02
0.28,-0.68,0.36,6.54,0.51,0.01,47.82,0.00,47.90,0.02
0.29,-1.19,0.93,5.67,0.51,0.02,47.82,0.01,47.90,0.02
0.30,-0.61,0.19,3.84,0.51,0.03,47.82,0.01,47.91,0.02
0.31,-1.49,1.18,0.69,0.68,0.04,47.82,0.02,47.90,0.02
0.32,-0.14,-0.32,-0.44,0.68,0.04,47.81,0.00,47.90,0.02
0.33,-0.63,0.23,0.04,0.68,0.07,47.83,0.00,47.91,0.02
0.34,-0.54,0.13,0.08,0.68,0.10,47.82,0.00,47.90,0.02
0.35,-0.39,-0.04,0.34,0.68,0.13,47.82,0.00,47.90,0.02
0.36,-0.41,-0.02,0.24,0.68,0.15,47.82,-0.00,47.90,0.02
0.37,-0.30,-0.14,0.44,0.68,0.17,47.82,0.00,47.90,0.02
0.38,-0.24,-0.20,0.18,0.68,0.19,47.83,0.00,47.90,0.01
0.39,-0.04,-0.43,0.01,0.68,0.21,47.82,0.00,47.90,0.02
0.40,-0.16,-0.41,-0.10,0.68,0.21,47.82,0.00,47.90,0.02
0.41,-0.20,-0.38,-0.03,0.85,0.22,47.83,0.01,47.89,0.02
0.42,-0.42,-0.13,0.47,0.85,0.24,47.83,0.00,47.90,0.02
0.43,-0.29,-0.29,0.86,0.85,0.25,47.84,0.00,47.91,0.03
0.44,-0.70,0.17,0.67,0.85,0.27,47.83,0.00,47.89,0.02
0.45,-0.23,-0.36,0.02,0.85,0.29,47.82,0.00,47.89,0.03
0.46,-0.34,-0.24,0.02,0.85,0.31,47.83,0.00,47.89,0.02
0.47,-0.33,-0.24,0.10,0.85,0.32,47.82,0.00,47.90,0.02
0.48,-0.20,-0.40,0.06,0.85,0.32,47.83,0.01,47.90,0.02
0.49,-0.26,-0.33,0.20,0.85,0.33,47.83,0.00,47.90,0.02
0.50,-0.35,-0.24,0.14,0.85,0.33,47.83,0.00,47.90,0.02
0.51,-0.52,-0.16,0.34,1.02,0.33,47.82,0.00,47.91,0.03
0.52,-0.91,0.27,0.74,1.02,0.32,47.83,0.00,47.90,0.03
0.53,-0.43,-0.26,2.02,1.02,0.30,47.82,0.00,47.90,0.03
0.54,-1.13,0.52,2.99,1.02,0.29,47.82,0.00,47.89,0.04
0.55,-1.34,0.77,2.77,1.02,0.28,47.82,0.01,47.90,0.04
0.56,-1.07,0.48,1.56,1.02,0.28,47.83,0.01,47.89,0.04
0.57,-1.31,0.76,-0.20,1.02,0.28,47.83,0.01,47.90,0.03
0.58,-0.04,-0.65,0.16,1.02,0.31,47.83,-0.00,47.90,0.03
0.59,-0.62,-0.01,0.04,1.02,0.33,47.84,-0.00,47.89,0.03
0.60,-0.66,0.03,-0.02,1.02,0.35,47.82,-0.00,47.90,0.03
0.61,-0.75,0.03,0.31,1.02,0.36,47.82,0.00,47.91,0.03
0.62,-0.74,0.01,1.46,1.19,0.37,47.82,0.00,47.89,0.03
0.63,-0.98,0.28,1.77,1.19,0.37,47.82,0.00,47.90,0.04
0.64,-1.44,0.80,1.53,1.19,0.38,47.83,0.00,47.90,0.05
0.65,-1.27,0.62,1.40,1.19,0.40,47.83,0.01,47.89,0.04
0.66,-1.15,0.50,1.32,1.19,0.42,47.82,0.01,47.90,0.04
0.67,-1.06,0.41,1.42,1.19,0.44,47.83,0.01,47.89,0.04
0.68,-1.31,0.69,0.79,1.19,0.46,47.82,0.01,47.91,0.04
0.69,-1.05,0.41,0.97,1.19,0.49,47.82,0.01,47.90,0.04
0.70,-1.74,1.19,1.25,1.19,0.52,47.82,0.02,47.90,0.04
0.71,-0.59,-0.20,1.42,1.19,0.52,47.82,0.00,47.89,0.04
