time_s,load_velocity,load_torque,test_velocity,test_torque,loadcell_torque_nm,load_voltage,load_current,test_voltage,test_current
0.01,0.05,-0.52,-0.06,0.06,-0.00,47.83,0.00,47.90,0.00
0.02,-0.10,-0.39,-0.04,0.06,-0.00,47.83,0.00,47.90,0.00
0.03,-0.08,-0.42,0.05,0.06,-0.00,47.83,0.00,47.91,-0.00
0.04,-0.11,-0.40,-0.03,0.06,-0.00,47.83,0.00,47.90,0.00
0.05,0.07,-0.57,0.01,0.06,-0.00,47.81,0.01,47.90,0.00
0.06,0.10,-0.60,0.08,0.06,-0.00,47.82,0.01,47.91,0.00
0.07,0.08,-0.60,-0.06,0.06,-0.00,47.82,0.01,47.90,0.00
0.08,-0.17,-0.37,0.15,0.06,-0.00,47.82,0.01,47.90,0.00
0.09,-0.11,-0.43,0.04,0.06,-0.00,47.83,0.01,47.90,0.00
0.10,-0.15,-0.40,0.01,0.06,-0.00,47.82,0.01,47.91,0.00
0.11,0.00,-1.03,0.02,0.12,-0.00,47.81,0.02,47.90,0.00
0.12,-0.06,-0.98,0.02,0.12,-0.00,47.82,0.02,47.90,0.00
0.12,-0.14,-0.92,-0.11,0.12,-0.00,47.82,0.02,47.90,0.00
0.14,-0.17,-0.90,-0.12,0.12,-0.00,47.82,0.02,47.90,0.00
0.15,-0.02,-1.06,0.11,0.12,-0.00,47.81,0.03,47.90,0.00
0.16,-0.12,-0.98,-0.24,0.12,-0.00,47.82,0.02,47.89,0.00
0.17,-0.04,-1.08,-0.02,0.12,-0.01,47.82,0.02,47.91,0.00
0.18,-0.04,-1.09,-0.08,0.12,-0.01,47.82,0.03,47.90,0.00
0.19,-0.07,-1.07,0.12,0.12,-0.01,47.82,0.03,47.90,0.00
0.20,0.12,-1.26,-0.10,0.12,-0.01,47.82,0.03,47.90,0.00
0.21,-0.28,-1.38,-0.07,0.18,-0.01,47.83,0.04,47.90,0.00
0.22,-0.38,-1.30,0.13,0.18,-0.01,47.82,0.03,47.90,0.00
0.22,-0.38,-1.32,-0.15,0.18,-0.01,47.82,0.03,47.90,0.00
0.24,-0.80,-0.94,-0.20,0.18,-0.01,47.83,0.03,47.90,0.00
0.25,-0.64,-1.10,0.22,0.18,-0.01,47.83,0.02,47.90,0.00
0.26,-0.82,-0.94,0.03,0.18,-0.01,47.82,0.02,47.90,0.00
0.27,-0.51,-1.25,0.03,0.18,-0.02,47.82,0.03,47.89,0.00
0.28,-0.26,-1.50,0.05,0.18,-0.02,47.81,0.04,47.90,0.00
0.29,-0.45,-1.34,0.11,0.18,-0.03,47.82,0.03,47.90,0.00
0.30,-0.51,-1.30,-0.03,0.18,-0.03,47.82,0.03,47.90,0.00
0.31,-0.76,-1.55,-0.04,0.24,-0.04,47.82,0.04,47.90,0.00
0.32,-1.64,-0.73,0.26,0.24,-0.05,47.82,0.02,47.90,0.00
