time_s,load_velocity,load_torque,test_velocity,test_torque,loadcell_torque_nm,load_voltage,load_current,test_voltage,test_current
0.02,-0.35,-0.20,0.17,0.18,-0.00,47.82,0.00,47.89,0.00
0.03,-0.22,-0.37,0.00,0.18,-0.00,47.82,0.00,47.89,0.00
0.03,-0.33,-0.24,0.07,0.18,-0.00,47.81,0.00,47.89,0.00
0.04,-0.41,-0.13,0.14,0.18,-0.00,47.82,0.00,47.90,0.00
0.05,-0.34,-0.22,0.11,0.18,-0.00,47.83,0.00,47.89,0.00
0.06,-0.39,-0.16,0.06,0.18,-0.00,47.81,0.00,47.89,0.00
0.07,-0.39,-0.17,-0.02,0.18,-0.00,47.82,0.00,47.89,0.00
0.08,-0.58,0.08,0.09,0.18,-0.00,47.82,0.00,47.90,0.00
0.09,-0.27,-0.32,0.10,0.18,-0.00,47.81,0.00,47.89,0.00
0.11,-0.33,-0.90,0.07,0.36,-0.00,47.82,0.00,47.90,0.00
0.11,-0.69,-0.44,0.50,0.36,-0.00,47.82,0.01,47.89,0.00
0.12,-0.63,-0.53,1.04,0.36,-0.00,47.82,0.01,47.89,0.00
0.13,-0.86,-0.23,1.66,0.36,-0.00,47.82,0.01,47.90,0.00
0.14,-0.66,-0.50,1.45,0.36,-0.00,47.82,0.00,47.89,0.00
0.15,-0.99,-0.07,0.68,0.36,-0.00,47.82,0.01,47.90,0.00
0.16,-1.01,-0.05,-0.35,0.36,-0.00,47.82,0.00,47.90,0.01
0.17,-0.89,-0.20,0.21,0.36,-0.00,47.82,0.00,47.89,0.00
0.18,-0.18,-1.14,-0.07,0.36,-0.00,47.81,0.02,47.89,0.00
0.19,-0.53,-0.69,0.14,0.36,-0.00,47.81,0.01,47.89,0.01
0.21,-0.50,-1.39,0.03,0.54,-0.00,47.83,0.02,47.89,0.01
0.21,-1.48,-0.11,0.25,0.54,-0.01,47.81,0.01,47.90,0.01
0.22,-1.39,-0.23,0.42,0.54,-0.10,47.81,0.00,47.90,0.01
0.23,-1.63,0.09,0.84,0.54,-0.11,47.81,0.00,47.90,0.01
0.24,-1.15,-0.55,1.96,0.54,-0.12,47.83,0.00,47.89,0.01
0.25,-0.94,-0.82,2.44,0.54,-0.12,47.82,0.01,47.89,0.01
0.26,-1.38,-0.26,3.09,0.54,-0.13,47.82,0.01,47.90,0.02
0.27,-1.29,-0.37,4.07,0.54,-0.13,47.82,0.00,47.90,0.01
0.28,-1.47,-0.14,4.27,0.54,-0.13,47.82,0.01,47.90,0.02
