time_s,load_velocity,load_torque,test_velocity,test_torque,loadcell_torque_nm,load_voltage,load_current,test_voltage,test_current
0.01,-0.04,0.04,0.09,0.00,0.00,47.82,0.00,47.91,-0.00
0.02,-0.05,0.05,-0.09,0.00,0.00,47.82,-0.00,47.91,-0.00
0.03,0.01,-0.01,-0.03,0.00,0.00,47.82,0.00,47.90,-0.00
0.04,-0.11,0.10,-0.04,0.00,0.00,47.81,-0.00,47.91,-0.00
0.05,-0.03,0.03,0.03,0.00,0.00,47.82,-0.00,47.90,-0.00
0.06,0.02,-0.02,-0.11,0.00,-0.00,47.82,-0.00,47.90,-0.00
0.07,-0.13,0.12,-0.11,0.00,-0.00,47.83,-0.00,47.89,-0.00
0.08,-0.11,0.10,-0.00,0.00,-0.00,47.82,-0.00,47.89,-0.00
0.09,-0.08,0.07,-0.02,0.00,-0.00,47.82,0.00,47.91,0.00
0.10,-0.04,-0.52,0.02,0.00,-0.00,47.82,0.00,47.91,0.00
0.11,0.04,-0.61,-0.07,0.08,-0.00,47.83,0.00,47.90,0.00
0.12,-0.10,-0.49,0.00,0.08,-0.00,47.82,0.01,47.91,0.00
0.13,-0.00,-0.59,0.03,0.08,-0.00,47.82,0.01,47.91,-0.00
0.14,-0.09,-0.51,-0.01,0.08,-0.00,47.82,0.01,47.90,0.00
0.15,0.03,-0.64,-0.13,0.08,-0.00,47.83,0.01,47.90,0.00
0.16,-0.09,-0.53,-0.11,0.08,-0.00,47.82,0.01,47.91,0.00
0.17,-0.07,-0.56,0.05,0.08,-0.00,47.82,0.01,47.91,0.00
0.18,0.01,-0.64,0.06,0.08,-0.00,47.82,0.01,47.90,0.00
0.19,0.02,-0.67,-0.05,0.08,-0.00,47.82,0.01,47.90,-0.00
0.20,-0.05,-0.61,-0.04,0.08,-0.00,47.82,0.01,47.90,0.00
0.21,-0.07,-0.88,-0.01,0.12,-0.00,47.82,0.02,47.91,0.00
0.22,0.05,-1.01,-0.02,0.12,-0.00,47.82,0.02,47.90,0.00
0.23,-0.09,-0.89,0.02,0.12,-0.00,47.82,0.02,47.91,0.00
0.24,-0.03,-0.96,0.03,0.12,-0.01,47.83,0.02,47.91,0.00
0.25,0.04,-1.04,-0.23,0.12,-0.01,47.82,0.02,47.91,0.00
0.26,-0.04,-0.98,0.20,0.12,-0.01,47.82,0.02,47.91,0.00
0.27,0.00,-1.04,0.02,0.12,-0.01,47.82,0.02,47.90,0.00
0.28,-0.06,-0.99,-0.10,0.12,-0.01,47.82,0.03,47.90,0.00
0.29,-0.19,-0.88,0.18,0.12,-0.01,47.82,0.02,47.91,0.00
0.30,-0.02,-1.05,-0.15,0.12,-0.01,47.81,0.03,47.90,0.00
0.31,-0.28,-1.11,0.01,0.16,-0.02,47.82,0.03,47.91,0.00
0.32,-0.18,-1.22,0.15,0.16,-0.02,47.82,0.03,47.90,0.00
0.33,-0.23,-1.19,0.09,0.16,-0.02,47.82,0.03,47.90,0.00
0.34,-0.36,-1.09,0.12,0.16,-0.02,47.83,0.03,47.91,0.00
0.35,-0.24,-1.21,-0.14,0.16,-0.02,47.83,0.03,47.90,0.00
0.36,-0.26,-1.21,0.11,0.16,-0.03,47.82,0.03,47.91,0.00
0.37,-0.35,-1.14,0.35,0.16,-0.03,47.82,0.03,47.91,0.00
0.38,-0.40,-1.11,0.47,0.16,-0.03,47.83,0.03,47.91,0.00
0.39,-0.20,-1.30,0.38,0.16,-0.03,47.83,0.03,47.91,0.00
0.40,-0.43,-1.10,0.94,0.16,-0.04,47.82,0.03,47.90,0.00
0.41,-0.71,-1.14,0.59,0.20,-0.04,47.81,0.03,47.91,0.00
0.42,-0.73,-1.13,0.08,0.20,-0.04,47.83,0.03,47.90,0.00
0.43,-0.62,-1.24,0.30,0.20,-0.05,47.82,0.03,47.91,0.00
0.44,-0.57,-1.31,0.31,0.20,-0.05,47.82,0.04,47.91,0.00
0.45,-0.60,-1.30,1.25,0.20,-0.05,47.82,0.04,47.91,0.00
0.46,-1.12,-0.82,1.00,0.20,-0.05,47.82,0.02,47.91,0.00
0.47,-0.88,-1.05,0.55,0.20,-0.06,47.82,0.03,47.90,0.00
0.48,-1.89,-0.10,1.37,0.20,-0.06,47.82,0.01,47.90,0.00
0.49,-0.92,-1.01,1.17,0.20,-0.06,47.83,0.01,47.91,0.00
0.50,-0.61,-1.32,1.16,0.20,-0.07,47.82,0.03,47.90,0.00
0.51,-0.76,-1.48,1.96,0.24,-0.06,47.82,0.04,47.90,0.00
0.52,-1.17,-1.10,1.70,0.24,-0.06,47.82,0.02,47.91,0.00
0.53,-0.94,-1.32,2.04,0.24,-0.06,47.82,0.03,47.91,0.00
0.54,-1.28,-1.01,2.86,0.24,-0.06,47.82,0.03,47.90,0.00
0.55,-1.41,-0.90,1.94,0.24,-0.05,47.81,0.02,47.90,0.00
0.56,-2.51,0.13,0.97,0.24,-0.05,47.82,0.01,47.90,0.00
0.57,-1.91,-0.42,-0.20,0.24,-0.04,47.82,0.01,47.90,0.00
0.58,-1.04,-1.24,0.28,0.24,-0.04,47.82,0.02,47.91,0.00
0.59,-0.89,-1.40,0.33,0.24,-0.03,47.82,0.03,47.90,0.00
0.60,-1.52,-0.81,0.58,0.24,-0.03,47.82,0.02,47.90,0.00
0.61,-1.48,-1.15,2.09,0.24,-0.03,47.83,0.03,47.90,0.00
0.62,-1.49,-1.14,2.50,0.28,-0.03,47.82,0.04,47.89,0.00
0.63,-2.12,-0.57,3.58,0.28,-0.04,47.83,0.03,47.90,0.00
0.64,-2.66,-0.06,3.90,0.28,-0.04,47.83,0.01,47.91,0.01
0.65,-2.04,-0.63,3.29,0.28,-0.04,47.82,0.01,47.91,0.01
0.66,-1.12,-1.51,2.60,0.28,-0.03,47.82,0.03,47.91,0.01
0.67,-1.15,-1.48,2.91,0.28,-0.02,47.82,0.04,47.91,0.00
0.68,-1.83,-0.85,3.64,0.28,-0.01,47.82,0.03,47.91,0.00
0.69,-2.57,-0.16,3.96,0.28,-0.01,47.82,0.01,47.90,0.01
0.70,-1.33,-1.32,4.17,0.28,-0.01,47.82,0.02,47.90,0.01
0.71,-1.62,-1.35,3.48,0.28,-0.00,47.82,0.03,47.91,0.01
0.72,-2.59,-0.44,3.55,0.32,-0.00,47.83,0.02,47.91,0.00
0.73,-1.87,-1.12,4.75,0.32,-0.00,47.83,0.02,47.91,0.00
0.74,-1.88,-1.12,4.82,0.32,-0.00,47.82,0.03,47.91,0.01
0.75,-1.92,-1.08,4.68,0.32,-0.00,47.83,0.03,47.90,0.01
0.76,-2.63,-0.42,5.24,0.32,-0.00,47.83,0.02,47.91,0.01
0.77,-1.61,-1.37,5.73,0.32,-0.00,47.83,0.03,47.90,0.01
0.78,-1.43,-1.56,5.61,0.32,-0.00,47.82,0.04,47.90,0.01
0.79,-1.89,-1.14,6.05,0.32,0.00,47.83,0.04,47.90,0.01
0.80,-2.74,-0.34,6.46,0.32,0.00,47.80,0.01,47.91,0.01
0.81,-2.61,-0.74,6.30,0.32,0.01,47.82,0.01,47.90,0.01
0.82,-3.11,-0.27,5.41,0.36,0.02,47.82,0.01,47.91,0.01
0.83,-3.05,-0.33,4.03,0.36,0.03,47.82,0.01,47.90,0.01
0.84,-3.18,-0.19,3.15,0.36,0.04,47.82,0.00,47.91,0.01
0.85,-3.53,0.15,2.30,0.36,0.04,47.82,0.00,47.91,0.01
0.86,-2.44,-0.87,0.73,0.36,0.05,47.82,0.00,47.90,0.01
0.87,-2.04,-1.26,1.23,0.36,0.07,47.81,0.04,47.90,0.01
0.88,-2.58,-0.75,0.28,0.36,0.09,47.82,0.02,47.91,0.01
0.89,-3.38,0.00,0.54,0.36,0.09,47.83,0.01,47.91,0.01
