time_s,load_velocity,load_torque,test_velocity,test_torque,loadcell_torque_nm,load_voltage,load_current,test_voltage,test_current
0.01,0.12,-0.39,-0.06,0.07,-0.00,47.82,0.00,47.91,0.00
0.01,0.12,-0.40,0.01,0.07,-0.00,47.81,0.00,47.91,0.00
0.02,-0.01,-0.29,0.11,0.07,-0.00,47.83,0.00,47.90,0.00
0.03,0.10,-0.39,0.03,0.07,-0.00,47.82,0.00,47.90,0.00
0.04,-0.10,-0.21,0.03,0.07,-0.00,47.82,0.00,47.90,0.00
0.05,-0.04,-0.27,0.12,0.07,-0.00,47.82,0.00,47.91,0.00
0.06,-0.10,-0.22,-0.13,0.07,-0.00,47.81,0.00,47.89,0.00
0.07,0.16,-0.47,-0.01,0.07,-0.00,47.82,0.00,47.91,0.00
0.08,-0.07,-0.26,0.09,0.07,-0.00,47.83,0.00,47.90,0.00
0.09,-0.06,-0.27,0.00,0.07,-0.00,47.81,0.00,47.90,0.00
0.10,0.01,-0.63,-0.02,0.14,-0.00,47.82,0.00,47.91,0.00
0.11,-0.03,-0.60,0.18,0.14,-0.00,47.82,0.01,47.90,0.00
0.12,0.12,-0.75,0.00,0.14,-0.00,47.81,0.01,47.90,0.00
0.13,-0.15,-0.51,-0.06,0.14,-0.00,47.82,0.01,47.90,0.00
0.14,0.09,-0.74,0.02,0.14,-0.00,47.82,0.01,47.90,0.00
0.15,-0.06,-0.60,-0.00,0.14,-0.00,47.82,0.01,47.90,0.00
0.16,-0.13,-0.55,-0.09,0.14,-0.00,47.81,0.01,47.91,0.00
0.17,0.07,-0.75,-0.14,0.14,-0.00,47.82,0.01,47.92,0.00
0.18,-0.04,-0.66,0.04,0.14,-0.00,47.83,0.01,47.91,0.00
0.19,0.12,-0.82,-0.13,0.14,-0.00,47.81,0.01,47.90,0.00
0.20,-0.04,-0.96,-0.02,0.21,-0.00,47.82,0.01,47.90,0.00
0.21,-0.15,-0.87,0.14,0.21,-0.00,47.83,0.02,47.90,0.00
0.22,0.06,-1.07,0.29,0.21,-0.00,47.82,0.02,47.90,0.00
0.23,-0.04,-0.99,-0.02,0.21,-0.00,47.82,0.02,47.90,0.00
0.24,-0.01,-1.04,0.09,0.21,-0.00,47.82,0.03,47.90,0.00
0.25,-0.05,-1.01,0.01,0.21,-0.00,47.83,0.03,47.91,0.00
0.26,-0.08,-1.00,-0.00,0.21,-0.00,47.83,0.02,47.89,0.00
0.27,-0.02,-1.07,0.23,0.21,-0.00,47.82,0.03,47.90,0.00
0.28,0.08,-1.18,-0.02,0.21,-0.00,47.82,0.03,47.90,0.00
0.29,0.06,-1.17,-0.09,0.21,-0.00,47.83,0.03,47.90,0.00
0.30,-0.07,-1.35,-0.12,0.28,-0.00,47.82,0.03,47.89,0.00
0.31,-0.18,-1.26,-0.16,0.28,-0.00,47.82,0.03,47.89,0.00
0.32,-0.54,-0.93,-0.03,0.28,-0.00,47.82,0.03,47.90,0.00
0.33,-0.56,-0.92,0.13,0.28,-0.00,47.82,0.02,47.90,0.00
0.34,-0.51,-0.99,0.07,0.28,-0.00,47.82,0.03,47.90,0.00
0.35,-0.62,-0.89,0.01,0.28,-0.00,47.82,0.02,47.90,0.00
0.36,-0.64,-0.88,0.12,0.28,-0.00,47.82,0.02,47.91,0.00
0.37,-1.31,-0.25,0.17,0.28,-0.00,47.82,0.01,47.90,0.00
0.38,-1.62,0.04,0.18,0.28,-0.00,47.82,0.01,47.89,0.00
0.39,-1.54,-0.04,0.02,0.28,-0.00,47.82,0.00,47.90,0.00
0.40,-0.57,-0.95,0.15,0.35,-0.00,47.83,0.01,47.89,0.00
0.41,-0.94,-0.89,0.20,0.35,-0.00,47.81,0.02,47.90,0.00
0.42,-0.82,-1.02,0.45,0.35,-0.00,47.82,0.03,47.90,0.00
0.43,-1.09,-0.78,0.66,0.35,-0.00,47.82,0.02,47.90,0.00
0.44,-1.43,-0.46,1.30,0.35,-0.00,47.82,0.02,47.90,0.00
0.45,-2.15,0.21,3.17,0.35,-0.00,47.82,0.01,47.90,0.01
0.46,-1.70,-0.21,2.74,0.35,-0.00,47.82,0.00,47.90,0.01
0.47,-0.95,-0.91,1.95,0.35,-0.00,47.82,0.01,47.90,0.01
0.48,-1.06,-0.82,3.25,0.35,-0.00,47.82,0.02,47.90,0.01
0.49,-1.13,-0.76,3.42,0.35,-0.00,47.82,0.01,47.90,0.01
0.50,-0.65,-1.21,4.79,0.35,-0.00,47.82,0.02,47.90,0.01
0.51,-1.67,-0.55,3.57,0.42,-0.00,47.83,0.01,47.90,0.01
0.52,-2.86,0.58,3.14,0.42,-0.00,47.82,0.00,47.90,0.01
0.53,-1.21,-0.96,2.28,0.42,-0.00,47.81,0.00,47.91,0.01
0.54,-1.16,-1.03,2.54,0.42,0.00,47.82,0.02,47.90,0.01
0.55,-2.16,-0.09,1.70,0.42,0.01,47.82,0.01,47.90,0.01
0.56,-0.73,-1.43,0.82,0.42,0.02,47.83,0.02,47.91,0.01
0.57,-1.35,-0.87,0.46,0.42,0.03,47.82,0.02,47.91,0.01
0.58,-1.59,-0.64,0.49,0.42,0.05,47.82,0.01,47.90,0.01
0.59,-1.10,-1.12,0.29,0.42,0.07,47.82,0.03,47.90,0.01
0.60,-1.20,-1.02,0.44,0.42,0.08,47.83,0.02,47.90,0.01
0.61,-1.96,-0.60,0.71,0.49,0.08,47.82,0.02,47.90,0.01
0.62,-2.50,-0.09,1.87,0.49,0.08,47.82,0.01,47.90,0.01
0.63,-1.41,-1.11,1.88,0.49,0.09,47.82,0.01,47.90,0.01
0.64,-1.45,-1.09,1.97,0.49,0.09,47.81,0.03,47.90,0.01
0.65,-2.64,0.03,2.86,0.49,0.09,47.82,0.01,47.90,0.01
0.66,-2.50,-0.09,4.32,0.49,0.09,47.83,0.00,47.91,0.01
0.67,-2.72,0.12,4.59,0.49,0.10,47.82,-0.00,47.90,0.02
0.68,-1.38,-1.14,3.64,0.49,0.10,47.81,0.01,47.90,0.02
0.69,-2.29,-0.29,1.83,0.49,0.10,47.81,0.01,47.90,0.02
0.71,-3.00,0.38,1.19,0.49,0.11,47.82,0.00,47.90,0.01
0.71,-2.28,-0.57,1.99,0.56,0.13,47.82,0.00,47.90,0.01
0.72,-2.93,0.04,3.44,0.56,0.14,47.82,0.00,47.90,0.01
0.73,-2.26,-0.59,3.42,0.56,0.15,47.82,0.01,47.90,0.01
0.74,-3.21,0.31,2.31,0.56,0.16,47.81,0.00,47.89,0.02
0.75,-2.30,-0.54,2.47,0.56,0.16,47.83,0.00,47.90,0.02
0.76,-2.30,-0.54,1.74,0.56,0.16,47.84,0.01,47.90,0.01
0.77,-2.86,-0.02,1.73,0.56,0.17,47.82,0.00,47.91,0.01
0.78,-2.63,-0.22,3.15,0.56,0.16,47.81,0.00,47.91,0.01
0.79,-2.16,-0.67,4.02,0.56,0.16,47.82,0.01,47.91,0.02
0.80,-2.98,0.11,3.65,0.56,0.15,47.84,0.00,47.90,0.01
0.81,-2.35,-0.76,3.02,0.63,0.15,47.82,0.00,47.90,0.02
0.82,-2.02,-1.08,2.86,0.63,0.15,47.82,0.02,47.91,0.02
0.83,-2.63,-0.51,2.08,0.63,0.17,47.82,0.02,47.89,0.02
0.84,-3.66,0.46,2.02,0.63,0.17,47.83,0.00,47.91,0.01
0.85,-3.23,0.07,3.24,0.63,0.18,47.82,-0.00,47.90,0.01
0.86,-1.68,-1.39,3.80,0.63,0.20,47.82,0.01,47.91,0.02
0.87,-2.95,-0.21,3.14,0.63,0.22,47.82,0.01,47.90,0.02
0.88,-3.79,0.59,2.63,0.63,0.22,47.82,-0.00,47.90,0.02
0.89,-2.29,-0.80,2.79,0.63,0.23,47.82,0.00,47.91,0.02
0.90,-2.13,-0.96,3.02,0.63,0.24,47.82,0.01,47.90,0.02
0.91,-2.56,-0.85,1.96,0.70,0.24,47.82,0.02,47.90,0.02
0.92,-3.84,0.35,2.22,0.70,0.24,47.82,0.01,47.89,0.02
0.93,-2.78,-0.63,3.01,0.70,0.25,47.82,0.00,47.90,0.02
0.94,-1.57,-1.79,3.76,0.70,0.26,47.82,0.05,47.90,0.02
0.95,-3.96,0.45,2.14,0.70,0.26,47.82,0.01,47.90,0.02
0.96,-3.27,-0.18,2.60,0.70,0.26,47.82,0.00,47.90,0.02
0.97,-2.57,-0.83,2.66,0.70,0.27,47.82,0.01,47.90,0.02
0.98,-2.68,-0.73,3.13,0.70,0.27,47.82,0.01,47.90,0.02
0.99,-3.18,-0.27,3.10,0.70,0.28,47.82,0.01,47.90,0.03
1.00,-3.72,0.25,3.09,0.70,0.28,47.82,0.00,47.90,0.02
1.01,-2.23,-1.16,2.91,0.70,0.29,47.82,0.01,47.89,0.03
