time_s,load_velocity,load_torque,test_velocity,test_torque,loadcell_torque_nm,load_voltage,load_current,test_voltage,test_current
0.02,0.01,-0.12,0.02,0.00,-0.00,47.81,0.00,47.90,0.00
0.02,0.09,-0.21,0.02,0.00,-0.00,47.83,0.00,47.90,-0.00
0.03,-0.04,-0.07,-0.11,0.00,-0.00,47.83,0.00,47.89,-0.00
0.04,0.08,-0.20,-0.04,0.00,-0.00,47.82,0.00,47.89,-0.00
0.05,0.07,-0.20,-0.01,0.00,-0.00,47.81,0.00,47.90,0.00
0.06,-0.07,-0.04,-0.06,0.00,-0.00,47.82,0.00,47.90,0.00
0.07,0.07,-0.20,0.06,0.00,-0.00,47.83,0.00,47.90,-0.00
0.08,0.11,-0.25,0.02,0.00,-0.00,47.83,0.00,47.90,0.00
0.09,-0.04,-0.08,0.06,0.00,-0.00,47.82,0.00,47.91,-0.00
0.10,-0.09,-0.14,0.03,0.00,-0.00,47.83,0.00,47.90,-0.00
0.11,-0.02,-0.22,0.20,0.30,-0.00,47.83,0.00,47.90,0.00
0.12,0.08,-0.33,0.06,0.30,-0.00,47.82,0.00,47.90,0.00
0.13,0.01,-0.26,0.00,0.30,-0.00,47.82,0.00,47.90,0.00
0.14,0.03,-0.28,-0.01,0.30,-0.00,47.82,0.00,47.91,0.00
0.15,0.13,-0.40,-0.03,0.30,-0.00,47.82,0.00,47.90,0.00
0.16,0.06,-0.32,-0.07,0.30,-0.00,47.82,0.00,47.90,0.00
0.17,-0.05,-0.21,0.04,0.30,-0.00,47.82,0.00,47.90,0.00
0.18,-0.08,-0.18,-0.10,0.30,-0.00,47.82,0.00,47.90,0.00
0.19,0.09,-0.36,0.02,0.30,-0.00,47.83,0.00,47.90,0.00
0.21,0.02,-0.29,-0.01,0.30,-0.00,47.82,0.00,47.90,0.00
0.21,0.13,-0.53,0.02,0.45,-0.00,47.82,0.00,47.90,0.00
0.22,0.07,-0.47,0.29,0.45,-0.00,47.82,0.00,47.88,0.01
0.23,-0.09,-0.30,-0.04,0.45,-0.00,47.83,0.01,47.90,0.01
0.24,-0.11,-0.27,0.04,0.45,-0.00,47.83,0.00,47.90,0.00
