time_s,load_velocity,load_torque,test_velocity,test_torque,loadcell_torque_nm,load_voltage,load_current,test_voltage,test_current
0.01,0.01,-0.46,0.07,0.16,-0.00,47.81,0.00,47.90,0.00
0.02,0.05,-0.51,0.01,0.16,-0.00,47.82,0.00,47.91,0.00
0.03,-0.10,-0.36,-0.05,0.16,-0.00,47.82,0.01,47.90,0.00
0.04,0.05,-0.52,-0.01,0.16,-0.00,47.82,0.01,47.89,0.00
0.05,0.02,-0.50,-0.01,0.16,-0.00,47.83,0.01,47.90,0.00
0.06,0.15,-0.65,-0.02,0.16,-0.00,47.83,0.01,47.90,0.00
0.07,0.10,-0.60,-0.04,0.16,-0.00,47.82,0.01,47.91,0.00
0.08,-0.04,-0.45,0.04,0.16,-0.00,47.82,0.01,47.90,0.00
0.09,-0.05,-0.45,-0.00,0.16,-0.00,47.82,0.01,47.90,0.00
0.10,-0.06,-0.89,0.05,0.16,-0.00,47.81,0.01,47.90,0.00
0.11,-0.10,-0.86,0.11,0.32,-0.00,47.82,0.02,47.90,0.00
0.12,-0.06,-0.91,0.04,0.32,-0.00,47.82,0.03,47.89,0.00
0.13,-0.04,-0.95,-0.01,0.32,-0.00,47.83,0.03,47.90,0.00
0.14,-0.07,-0.93,0.09,0.32,-0.00,47.82,0.02,47.90,0.00
0.15,-0.12,-0.88,0.09,0.32,-0.00,47.82,0.02,47.90,0.00
0.16,0.09,-1.13,0.15,0.32,-0.00,47.82,0.03,47.90,0.00
0.17,-0.05,-0.99,-0.00,0.32,-0.01,47.82,0.03,47.89,0.00
0.18,-0.03,-1.02,0.07,0.32,-0.01,47.83,0.03,47.90,0.00
0.19,0.09,-1.16,0.08,0.32,-0.01,47.82,0.03,47.90,0.00
0.20,0.12,-1.65,0.02,0.32,-0.01,47.82,0.04,47.90,0.00
0.21,-0.40,-1.09,0.04,0.48,-0.01,47.82,0.03,47.90,0.01
0.22,-0.67,-0.80,0.45,0.48,-0.01,47.81,0.02,47.89,0.01
0.23,-0.66,-0.81,0.85,0.48,-0.02,47.83,0.02,47.91,0.01
0.24,-0.37,-1.15,1.24,0.48,-0.02,47.82,0.03,47.90,0.01
0.25,-0.64,-0.87,1.24,0.48,-0.02,47.82,0.02,47.90,0.01
0.26,-1.11,-0.34,1.04,0.48,-0.03,47.82,0.01,47.91,0.01
0.27,-0.49,-1.04,0.22,0.48,-0.03,47.81,0.03,47.90,0.01
0.28,-0.85,-0.65,-0.10,0.48,-0.03,47.83,0.02,47.90,0.01
0.29,-0.76,-0.76,-0.03,0.48,-0.03,47.82,0.02,47.89,0.01
0.30,-1.99,0.61,0.71,0.48,-0.02,47.82,0.00,47.91,0.01
0.31,-1.49,-0.40,1.47,0.64,-0.02,47.82,0.01,47.89,0.01
0.32,-1.78,-0.07,2.46,0.64,-0.02,47.82,0.00,47.90,0.01
0.33,-2.09,0.28,2.64,0.64,-0.03,47.82,0.00,47.90,0.01
0.34,-2.06,0.26,2.81,0.64,-0.03,47.82,0.00,47.89,0.02
0.35,-1.13,-0.78,1.96,0.64,-0.03,47.83,0.01,47.89,0.02
0.36,-2.04,0.23,0.82,0.64,-0.02,47.82,0.00,47.90,0.02
0.37,-1.80,-0.04,1.11,0.64,-0.02,47.81,0.00,47.89,0.01
0.38,-1.57,-0.29,2.13,0.64,-0.00,47.82,0.00,47.90,0.02
