time_s,load_velocity,load_torque,test_velocity,test_torque,loadcell_torque_nm,load_voltage,load_current,test_voltage,test_current
0.01,-0.00,-0.28,0.07,0.12,-0.00,47.40,0.00,47.47,0.00
0.02,-0.02,-0.27,-0.01,0.12,-0.00,47.40,0.00,47.47,0.00
0.03,-0.23,-0.08,0.07,0.12,-0.00,47.40,0.00,47.47,0.00
0.04,0.05,-0.35,-0.05,0.12,0.00,47.40,0.00,47.46,0.00
0.05,-0.00,-0.30,-0.09,0.12,0.00,47.40,0.00,47.47,0.00
0.06,0.15,-0.46,-0.01,0.12,0.00,47.40,0.00,47.48,0.00
0.07,-0.04,-0.28,-0.01,0.12,0.00,47.40,0.00,47.48,0.00
0.08,-0.00,-0.32,-0.05,0.12,0.00,47.40,0.00,47.47,0.00
0.09,0.09,-0.41,0.16,0.12,0.00,47.39,0.00,47.48,0.00
0.10,-0.09,-0.53,-0.05,0.12,0.00,47.40,0.01,47.48,0.00
0.11,0.12,-0.74,0.01,0.24,0.00,47.41,0.01,47.48,0.00
0.12,-0.11,-0.53,0.03,0.24,0.00,47.40,0.01,47.46,0.00
0.13,0.01,-0.65,-0.08,0.24,0.00,47.40,0.01,47.47,0.00
0.14,0.01,-0.66,-0.02,0.24,0.00,47.40,0.01,47.47,0.00
0.15,-0.07,-0.59,0.05,0.24,0.00,47.39,0.01,47.47,0.00
0.16,0.01,-0.68,0.08,0.24,0.00,47.40,0.01,47.48,0.00
0.17,0.06,-0.74,0.08,0.24,0.00,47.39,0.02,47.48,0.00
0.18,0.04,-0.72,-0.05,0.24,0.00,47.39,0.01,47.47,0.00
0.19,-0.07,-0.63,0.02,0.24,0.00,47.40,0.01,47.48,0.00
0.20,-0.03,-0.67,0.02,0.24,0.00,47.41,0.01,47.47,0.00
0.21,-0.16,-0.84,0.24,0.36,0.01,47.40,0.02,47.47,0.01
0.22,-0.74,-0.30,0.29,0.36,0.01,47.40,0.01,47.47,0.01
0.23,-0.51,-0.53,0.30,0.36,0.01,47.39,0.01,47.47,0.00
0.24,-1.06,-0.01,0.13,0.36,0.00,47.40,0.00,47.47,0.01
0.25,-0.44,-0.60,0.42,0.36,0.00,47.40,0.00,47.47,0.01
0.26,-1.14,0.05,0.46,0.36,0.00,47.40,0.00,47.48,0.01
0.27,-0.19,-0.84,0.68,0.36,0.00,47.39,0.01,47.49,0.01
0.28,-0.19,-0.85,0.97,0.36,-0.00,47.39,0.01,47.46,0.01
