time_s,load_velocity,load_torque,test_velocity,test_torque,loadcell_torque_nm,load_voltage,load_current,test_voltage,test_current
0.01,-0.07,-0.08,0.06,0.13,-0.00,47.40,0.00,47.48,0.00
0.02,0.05,-0.03,-0.05,0.13,-0.00,47.41,0.00,47.48,0.00
0.03,-0.09,-0.14,-0.21,0.13,-0.00,47.41,0.00,47.49,0.00
0.04,-0.04,-0.01,-0.05,0.13,-0.00,47.41,-0.00,47.48,0.00
0.05,0.12,-0.07,-0.05,0.13,-0.00,47.41,0.00,47.48,0.00
0.06,-0.16,-0.21,-0.10,0.13,-0.00,47.41,0.00,47.49,0.00
0.07,-0.03,0.05,0.07,0.13,-0.00,47.41,0.00,47.49,0.00
0.08,0.00,-0.08,-0.04,0.13,-0.00,47.41,0.00,47.49,0.00
0.09,-0.02,-0.11,-0.09,0.13,-0.00,47.41,0.00,47.48,0.00
0.11,-0.08,-0.09,0.14,0.26,-0.00,47.40,0.00,47.49,0.00
0.12,0.11,-0.13,0.14,0.26,-0.00,47.40,0.00,47.48,0.00
0.12,-0.05,-0.31,-0.12,0.26,-0.00,47.40,0.00,47.48,0.00
0.13,-0.04,-0.16,0.10,0.26,-0.00,47.41,0.00,47.48,0.00
0.14,0.01,-0.18,0.03,0.26,-0.00,47.41,0.00,47.49,0.00
0.15,-0.02,-0.22,0.03,0.26,-0.00,47.40,0.00,47.49,0.00
0.16,-0.04,-0.20,-0.01,0.26,-0.00,47.40,0.00,47.48,0.00
0.17,-0.09,-0.18,-0.05,0.26,-0.00,47.41,0.00,47.49,0.00
0.18,0.05,-0.15,-0.15,0.26,-0.00,47.41,0.00,47.49,0.00
0.19,-0.15,-0.28,0.07,0.26,-0.00,47.41,0.00,47.48,0.00
0.20,-0.11,-0.09,-0.02,0.39,-0.00,47.40,0.00,47.49,0.00
0.21,0.04,-0.23,0.04,0.39,-0.00,47.41,0.00,47.49,0.01
0.22,0.15,-0.37,0.22,0.39,-0.00,47.40,0.00,47.48,0.01
0.23,-0.12,-0.48,0.10,0.39,-0.00,47.41,0.00,47.50,0.01
0.24,-0.10,-0.23,-0.07,0.39,-0.00,47.40,0.00,47.49,0.01
0.25,-0.01,-0.25,0.09,0.39,-0.00,47.41,0.00,47.49,0.01
0.26,0.11,-0.35,-0.07,0.39,0.00,47.41,0.00,47.49,0.01
0.27,0.04,-0.46,0.03,0.39,0.00,47.42,0.00,47.49,0.01
0.28,0.00,-0.40,-0.05,0.39,0.00,47.41,0.00,47.50,0.01
0.29,0.12,-0.37,0.01,0.39,0.00,47.41,0.00,47.49,0.01
0.31,-0.02,-0.48,0.15,0.52,0.00,47.41,0.00,47.48,0.01
0.31,0.04,-0.46,0.33,0.52,0.00,47.40,0.00,47.48,0.01
0.32,-0.04,-0.52,0.25,0.52,0.00,47.41,0.01,47.50,0.01
0.33,-0.12,-0.44,0.84,0.52,0.00,47.40,0.01,47.48,0.01
0.34,-0.03,-0.38,1.18,0.52,0.00,47.40,0.01,47.49,0.01
0.35,-0.05,-0.47,2.27,0.52,0.00,47.41,0.01,47.48,0.01
0.36,0.12,-0.45,3.52,0.52,0.00,47.40,0.01,47.49,0.01
0.37,-0.11,-0.62,5.49,0.52,0.00,47.41,0.01,47.48,0.01
0.38,-0.03,-0.41,6.41,0.52,0.00,47.41,0.01,47.50,0.02
0.39,-0.73,-0.49,5.30,0.52,0.00,47.41,0.01,47.49,0.02
0.41,-0.77,0.17,3.44,0.65,0.00,47.41,0.00,47.49,0.02
0.41,-1.58,0.12,0.40,0.65,0.00,47.41,-0.00,47.49,0.02
0.42,-0.81,0.89,-0.28,0.65,0.00,47.41,0.00,47.49,0.02
0.43,-0.33,0.17,0.20,0.65,0.00,47.42,0.00,47.49,0.02
0.44,-0.69,-0.28,-0.07,0.65,0.00,47.41,0.00,47.49,0.02
0.45,-0.29,0.06,0.04,0.65,0.00,47.41,-0.00,47.49,0.01
0.46,-0.18,-0.31,0.00,0.65,0.00,47.41,0.00,47.49,0.02
0.47,-0.21,-0.42,0.05,0.65,0.00,47.41,0.00,47.49,0.02
0.48,-0.13,-0.40,0.14,0.65,0.00,47.40,0.00,47.49,0.02
0.49,-0.23,-0.48,0.15,0.65,0.00,47.40,0.00,47.49,0.01
0.51,-0.21,-0.39,0.04,0.65,0.00,47.41,0.00,47.49,0.01
0.51,-0.28,-0.51,0.23,0.78,0.00,47.41,0.01,47.49,0.02
0.52,-0.52,-0.45,0.41,0.78,0.26,47.40,0.01,47.49,0.02
0.53,-0.25,-0.23,0.36,0.78,0.26,47.41,0.01,47.49,0.02
0.54,-0.36,-0.48,0.36,0.78,0.26,47.41,0.01,47.50,0.02
0.55,-0.53,-0.38,1.08,0.78,0.26,47.41,0.00,47.49,0.02
0.56,-0.77,-0.22,0.99,0.78,0.26,47.41,0.00,47.49,0.02
