Motor Parameters:
maxMotorAngVelRPM, maxMotorAngVelRadPerSec, maxMotorTorque, maxMotorPower, motorMass, motorDia, motorLength
2400 , 251.32741228718345 , 2.291831180523293 , 750 , 0.24 , 86.8 , 26.5
 
Gear strength and size parameters:
FOS, serviceFactor, stressAnalysisMethodName, maxGearBoxDia, maxGearAllowableStressMPa
1.2 , 1.5 , MIT , 76.8 , 70
 
Optimization Parameters:
K_mass, K_Eff, K_Width, MODULE_MIN, MODULE_MAX, NUM_PLANET_MIN, NUM_PLANET_MAX, NUM_TEETH_SUN_MIN, NUM_TEETH_PLANET_MIN, GEAR_RATIO_MIN, GEAR_RATIO_MAX, GEAR_RATIO_STEP
1 , -2 , 0.2 , 0.5 , 1.2 , 3 , 7 , 18 , 28 , 4.0 , 60 , 0.5
 
iter, gearRatio, module, Ns, Np, Nr, numPlanet, fwSunMM, fwPlanetMM, fwRingMM, mass, eff, peakTorque, Cost, Torque_Density, Outer_Bearing_mass, Actuator_width
16 , 4.451612903225806 , 0.5 , 31 , 38 , 107 , 3 , 7.85 , 8.0 , 8.0 , 0.531 , 0.957 , 10.202 , 0.21575071632614318 , 19.212806026365346 , 0.038 , 62.5
18 , 4.7272727272727275 , 0.5 , 33 , 45 , 123 , 3 , 7.157 , 8.0 , 8.0 , 0.545 , 0.961 , 10.834 , 0.22207133680287816 , 19.878899082568804 , 0.05 , 62.5
12 , 5.032258064516129 , 0.5 , 31 , 47 , 125 , 3 , 7.758 , 8.0 , 8.0 , 0.544 , 0.961 , 11.533 , 0.2224049329871498 , 21.200367647058822 , 0.05 , 62.5
17 , 5.5 , 0.6 , 24 , 42 , 108 , 3 , 7.668 , 8.0 , 8.0 , 0.542 , 0.953 , 12.605 , 0.2348970879417822 , 23.256457564575644 , 0.05 , 62.5
13 , 6.0 , 0.7 , 19 , 38 , 95 , 3 , 7.81 , 8.0 , 8.0 , 0.54 , 0.946 , 13.751 , 0.24937848935129692 , 25.46481481481481 , 0.05 , 62.5
7 , 6.521739130434782 , 0.6 , 23 , 52 , 127 , 3 , 8.036 , 8.036 , 8.036 , 0.584 , 0.955 , 14.947 , 0.2804100112314183 , 25.59417808219178 , 0.081 , 64.5360342367788
1 , 7.0 , 0.7 , 18 , 45 , 108 , 3 , 8.328 , 8.328 , 8.328 , 0.587 , 0.946 , 16.043 , 0.36006717063266747 , 27.330494037478704 , 0.081 , 64.82783543630063


Running Time (sec)
4.566136121749878
