time_s,load_velocity,load_torque,test_velocity,test_torque,loadcell_torque_nm,load_voltage,load_current,test_voltage,test_current
0.02,0.05,-0.01,-0.20,0.17,-0.00,47.90,0.00,47.87,0.00
0.03,-0.09,-0.09,0.04,0.17,-0.00,47.91,-0.00,47.86,0.00
0.03,-0.13,-0.01,0.31,0.17,-0.00,47.90,0.00,47.86,0.00
0.04,-0.02,0.01,-0.19,0.17,-0.00,47.90,0.00,47.86,0.00
0.05,0.00,-0.05,0.04,0.17,-0.00,47.91,0.00,47.86,0.00
0.06,0.02,-0.06,0.12,0.17,-0.00,47.90,0.00,47.86,0.00
0.08,-0.09,-0.07,0.12,0.17,-0.00,47.90,0.00,47.87,0.00
0.08,0.01,-0.01,-0.07,0.17,-0.00,47.91,0.00,47.86,0.00
0.09,-0.14,-0.07,0.09,0.17,-0.00,47.90,0.00,47.87,0.00
0.11,-0.09,0.01,0.07,0.34,-0.00,47.90,-0.00,47.87,0.00
0.11,-0.06,-0.07,0.01,0.34,-0.00,47.90,0.00,47.86,0.00
0.12,0.13,-0.09,0.13,0.34,-0.00,47.90,0.00,47.87,0.00
0.13,0.07,-0.19,-0.13,0.34,-0.00,47.90,0.00,47.86,0.01
0.14,0.03,-0.16,0.08,0.34,-0.00,47.90,0.00,47.86,0.01
0.15,-0.03,-0.14,-0.05,0.34,-0.00,47.90,-0.00,47.86,0.01
0.16,-0.06,-0.12,-0.33,0.34,-0.00,47.90,0.00,47.86,0.01
0.18,-0.13,-0.10,-0.32,0.34,-0.00,47.90,0.00,47.86,0.01
0.18,0.10,-0.07,-0.03,0.34,-0.00,47.90,0.00,47.87,0.01
0.19,0.06,-0.19,-0.17,0.34,-0.00,47.91,0.00,47.87,0.01
0.20,-0.05,-0.17,-0.01,0.51,-0.00,47.90,0.00,47.87,0.01
0.21,0.01,-0.17,0.04,0.51,-0.00,47.91,0.00,47.87,0.01
0.22,0.16,-0.20,-0.02,0.51,-0.00,47.89,0.00,47.86,0.01
0.23,0.02,-0.29,-0.10,0.51,-0.00,47.90,0.00,47.86,0.01
0.24,-0.10,-0.21,0.05,0.51,-0.00,47.90,0.00,47.86,0.01
0.25,0.02,-0.15,-0.13,0.51,-0.00,47.91,0.00,47.86,0.01
0.26,0.02,-0.22,-0.02,0.51,-0.00,47.89,0.00,47.86,0.02
0.27,0.20,-0.23,0.12,0.51,-0.00,47.89,0.00,47.86,0.02
0.28,-0.16,-0.33,0.00,0.51,-0.00,47.91,0.00,47.86,0.01
0.29,-0.02,-0.13,-0.05,0.51,-0.00,47.90,0.00,47.86,0.02
0.30,0.00,-0.21,-0.19,0.51,-0.00,47.90,0.00,47.86,0.01
0.31,0.01,-0.28,0.11,0.68,-0.00,47.90,0.00,47.86,0.02
0.32,0.15,-0.29,0.08,0.68,-0.00,47.91,0.00,47.87,0.03
0.33,0.01,-0.37,-0.03,0.68,-0.00,47.90,0.00,47.86,0.02
0.34,-0.05,-0.30,-0.13,0.68,-0.00,47.91,0.00,47.85,0.02
0.35,-0.15,-0.27,0.02,0.68,-0.00,47.88,0.00,47.86,0.02
0.36,0.04,-0.22,-0.18,0.68,-0.00,47.91,0.00,47.88,0.02
0.37,0.23,-0.33,0.17,0.68,-0.00,47.90,0.00,47.86,0.02
0.38,0.02,-0.44,0.03,0.68,-0.00,47.90,0.00,47.86,0.03
0.39,0.03,-0.33,0.06,0.68,-0.00,47.90,0.00,47.87,0.02
0.40,-0.12,-0.34,-0.06,0.68,-0.00,47.91,0.00,47.88,0.02
0.41,-0.23,-0.26,0.25,0.85,-0.00,47.90,0.00,47.86,0.03
0.42,-0.19,-0.26,0.54,0.85,-0.00,47.90,0.00,47.87,0.03
0.43,0.05,-0.29,0.80,0.85,-0.00,47.90,0.00,47.86,0.03
0.44,-0.09,-0.42,3.47,0.85,-0.00,47.90,0.01,47.86,0.03
0.45,-0.03,-0.35,5.93,0.85,-0.00,47.89,0.01,47.86,0.03
0.46,-0.05,-0.38,7.86,0.85,-0.00,47.91,0.00,47.86,0.03
0.47,-0.94,-0.38,9.31,0.85,-0.00,47.90,0.01,47.86,0.06
0.48,-2.83,0.11,6.73,0.85,-0.00,47.90,0.00,47.87,0.06
0.49,-2.16,1.15,2.15,0.85,0.00,47.91,0.01,47.86,0.06
0.50,-0.28,0.81,-1.36,0.85,0.01,47.90,0.02,47.87,0.03
0.51,-0.48,-0.20,0.32,1.02,0.01,47.90,0.01,47.86,0.04
0.52,-2.15,-0.15,0.19,1.02,0.04,47.91,0.00,47.86,0.04
0.53,-0.62,0.77,0.52,1.02,0.06,47.90,0.00,47.87,0.04
0.54,-0.60,-0.06,0.36,1.02,0.09,47.91,-0.00,47.87,0.04
0.55,-0.83,-0.07,0.34,1.02,0.11,47.90,-0.00,47.85,0.04
0.56,-0.57,0.06,-0.01,1.02,0.13,47.91,-0.00,47.87,0.04
0.57,-0.04,-0.08,0.07,1.02,0.14,47.91,0.00,47.86,0.04
0.58,-0.31,-0.37,-0.34,1.02,0.14,47.90,0.00,47.87,0.04
0.59,-0.66,-0.23,0.14,1.02,0.16,47.91,0.00,47.86,0.04
0.60,-1.03,-0.04,-0.04,1.02,0.17,47.90,0.00,47.86,0.04
