time_s,load_velocity,load_torque,test_velocity,test_torque,loadcell_torque_nm,load_voltage,load_current,test_voltage,test_current
0.01,0.02,-0.23,-0.20,0.00,-0.00,47.90,0.00,47.86,-0.00
0.02,-0.07,-0.19,0.09,0.00,-0.00,47.90,0.00,47.87,-0.00
0.03,0.07,-0.27,-0.05,0.00,-0.00,47.90,0.00,47.87,0.00
0.04,-0.04,-0.21,0.10,0.00,-0.00,47.90,0.00,47.86,0.00
0.05,0.10,-0.29,0.19,0.00,-0.00,47.90,0.00,47.86,-0.00
0.06,-0.03,-0.22,0.09,0.00,-0.00,47.91,0.00,47.86,0.00
0.07,0.09,-0.30,0.10,0.00,-0.00,47.90,0.00,47.86,-0.00
0.08,-0.01,-0.25,-0.16,0.00,-0.00,47.90,0.00,47.86,0.00
0.09,0.03,-0.27,0.35,0.00,-0.00,47.90,0.00,47.87,0.00
0.10,-0.06,-0.23,-0.04,0.00,-0.00,47.91,0.00,47.86,0.00
0.11,-0.10,-0.43,0.27,0.32,-0.00,47.90,0.01,47.86,0.00
0.12,-0.07,-0.46,0.11,0.32,-0.00,47.90,0.01,47.86,0.00
0.13,-0.05,-0.47,0.12,0.32,-0.00,47.90,0.01,47.86,0.00
0.14,0.09,-0.56,0.51,0.32,-0.00,47.91,0.01,47.86,0.00
0.15,-0.16,-0.43,0.10,0.32,-0.00,47.91,0.01,47.86,0.00
0.16,-0.24,-0.39,0.15,0.32,-0.00,47.91,0.01,47.86,0.00
0.17,-0.41,-0.30,-0.08,0.32,-0.01,47.90,0.01,47.86,0.00
0.18,-0.33,-0.35,0.16,0.32,-0.01,47.91,0.01,47.87,0.00
0.19,-0.67,-0.17,0.01,0.32,-0.01,47.90,0.00,47.88,0.00
0.20,-0.35,-0.35,-0.24,0.32,-0.01,47.91,0.00,47.86,0.00
0.21,-0.42,-0.53,0.12,0.48,-0.01,47.91,0.01,47.86,0.01
0.22,-0.94,-0.26,-0.03,0.48,-0.01,47.91,0.01,47.86,0.01
0.23,-0.99,-0.23,0.06,0.48,-0.01,47.90,0.00,47.87,0.01
0.24,-0.80,-0.33,0.04,0.48,-0.01,47.90,0.00,47.86,0.01
0.25,-0.84,-0.31,-0.05,0.48,-0.01,47.90,0.00,47.86,0.01
0.26,-0.99,-0.23,-0.12,0.48,-0.01,47.90,0.00,47.85,0.01
0.27,-0.86,-0.31,0.06,0.48,-0.01,47.90,0.00,47.86,0.01
0.28,-0.88,-0.30,-0.22,0.48,-0.01,47.91,0.00,47.86,0.01
0.29,-0.37,-0.59,0.31,0.48,-0.01,47.91,0.01,47.85,0.01
0.30,-1.00,-0.25,-0.25,0.48,-0.01,47.90,0.01,47.87,0.01
0.31,-1.81,-0.03,0.10,0.64,-0.01,47.90,0.00,47.86,0.01
0.32,-2.05,0.11,0.13,0.64,-0.01,47.91,0.00,47.86,0.02
0.33,-1.67,-0.10,0.38,0.64,-0.01,47.89,0.00,47.86,0.02
