time_s,load_velocity,load_torque,test_velocity,test_torque,loadcell_torque_nm,load_voltage,load_current,test_voltage,test_current
0.01,-0.14,-0.14,0.06,0.00,-0.00,47.89,0.00,47.87,-0.00
0.02,-0.04,-0.20,-0.15,0.00,-0.00,47.89,0.00,47.85,-0.00
0.03,0.10,-0.28,0.12,0.00,-0.00,47.89,0.00,47.85,-0.00
0.04,-0.02,-0.22,-0.12,0.00,-0.00,47.89,0.00,47.86,0.00
0.05,0.09,-0.29,0.21,0.00,-0.00,47.90,0.00,47.85,-0.00
0.06,0.11,-0.30,0.18,0.00,-0.00,47.90,0.00,47.85,0.00
0.07,0.04,-0.27,0.22,0.00,-0.00,47.89,0.00,47.86,-0.00
0.08,0.03,-0.27,0.07,0.00,-0.00,47.89,0.00,47.85,0.00
0.09,-0.05,-0.22,0.06,0.00,-0.00,47.89,0.00,47.86,0.00
0.10,-0.11,-0.20,-0.25,0.16,-0.00,47.90,0.00,47.85,0.00
0.11,-0.15,-0.40,0.11,0.16,-0.00,47.89,0.01,47.85,0.00
0.12,-0.09,-0.44,0.04,0.16,-0.00,47.90,0.00,47.84,0.00
0.13,-0.17,-0.41,-0.03,0.16,-0.00,47.89,0.01,47.84,0.00
0.14,-0.22,-0.38,0.16,0.16,-0.00,47.88,0.01,47.85,0.00
0.15,-0.34,-0.32,0.00,0.16,-0.00,47.89,0.01,47.85,0.00
0.16,-0.55,-0.22,-0.29,0.16,-0.00,47.90,0.00,47.85,0.00
0.17,-0.62,-0.18,0.44,0.16,-0.00,47.90,0.00,47.85,0.00
0.18,-0.34,-0.33,0.08,0.16,-0.00,47.89,0.00,47.85,0.00
0.19,-0.42,-0.29,0.06,0.16,-0.00,47.88,0.00,47.85,0.00
0.20,-0.25,-0.39,0.18,0.24,-0.00,47.89,0.01,47.84,0.00
0.21,-0.40,-0.54,0.12,0.24,-0.00,47.88,0.01,47.85,0.00
0.22,-0.56,-0.46,-0.16,0.24,-0.00,47.89,0.01,47.85,0.00
0.23,-1.19,-0.12,-0.05,0.24,-0.00,47.89,0.01,47.85,0.00
0.24,-0.61,-0.44,-0.17,0.24,-0.00,47.89,0.01,47.85,0.00
0.25,-0.19,-0.68,-0.04,0.24,-0.00,47.90,0.01,47.86,0.00
0.26,-0.72,-0.40,0.08,0.24,-0.01,47.89,0.01,47.85,0.00
0.27,-0.93,-0.29,-0.16,0.24,-0.01,47.89,0.01,47.86,0.00
0.28,-0.86,-0.33,0.25,0.24,-0.01,47.90,0.01,47.86,0.00
0.29,-0.10,-0.75,-0.30,0.24,-0.01,47.90,0.01,47.86,0.00
0.30,-0.64,-0.46,-0.25,0.32,-0.02,47.90,0.01,47.84,0.00
0.31,-1.06,-0.46,-0.12,0.32,-0.02,47.90,0.01,47.85,0.00
0.32,-0.88,-0.56,0.03,0.32,-0.03,47.90,0.01,47.85,0.01
0.33,-1.07,-0.47,0.10,0.32,-0.04,47.89,0.01,47.85,0.01
0.34,-1.74,-0.11,0.09,0.32,-0.04,47.89,0.01,47.85,0.01
0.35,-1.23,-0.38,-0.16,0.32,-0.05,47.89,0.01,47.86,0.01
0.36,-0.69,-0.68,0.27,0.32,-0.06,47.89,0.01,47.85,0.01
0.37,-0.31,-0.90,-0.00,0.32,-0.07,47.90,0.02,47.85,0.01
0.38,-0.78,-0.66,-0.07,0.32,-0.09,47.89,0.02,47.85,0.01
0.39,-0.66,-0.74,-0.08,0.32,-0.10,47.89,0.02,47.86,0.01
0.40,-0.81,-0.67,-0.31,0.32,-0.12,47.88,0.02,47.84,0.00
0.41,-0.37,-1.13,0.19,0.40,-0.14,47.89,0.03,47.84,0.01
0.42,-0.99,-0.81,1.07,0.40,-0.14,47.89,0.02,47.86,0.01
0.43,-1.26,-0.68,4.27,0.40,-0.16,47.90,0.02,47.85,0.01
0.44,-1.61,-0.49,4.38,0.40,-0.19,47.89,0.01,47.85,0.01
0.45,-2.62,0.07,6.32,0.40,-0.21,47.89,0.01,47.85,0.01
0.46,-2.26,-0.13,7.12,0.40,-0.23,47.90,0.00,47.85,0.01
0.47,-2.18,-0.17,7.01,0.40,-0.23,47.89,0.00,47.85,0.01
0.48,-1.95,-0.29,6.53,0.40,-0.23,47.90,0.00,47.85,0.01
0.49,-2.03,-0.25,8.26,0.40,-0.22,47.90,0.00,47.86,0.02
0.50,-1.76,-0.40,7.63,0.40,-0.22,47.89,0.01,47.86,0.01
0.51,-1.68,-0.67,6.69,0.48,-0.22,47.89,0.01,47.84,0.02
0.52,-2.76,-0.09,9.34,0.48,-0.21,47.89,0.01,47.85,0.02
0.53,-3.59,0.38,6.89,0.48,-0.20,47.90,0.00,47.85,0.02
0.54,-2.88,-0.01,5.67,0.48,-0.19,47.89,0.00,47.85,0.03
0.55,-3.07,0.11,5.04,0.48,-0.18,47.88,-0.00,47.85,0.02
0.56,-3.46,0.33,1.06,0.48,-0.16,47.88,0.00,47.86,0.02
0.57,-2.69,-0.08,1.51,0.48,-0.12,47.89,-0.00,47.85,0.02
0.58,-2.42,-0.22,-0.48,0.48,-0.12,47.88,0.00,47.84,0.02
0.59,-2.43,-0.22,-0.03,0.48,-0.07,47.88,0.00,47.86,0.01
0.60,-2.41,-0.23,-0.03,0.48,-0.03,47.89,0.00,47.85,0.01
0.61,-1.72,-0.62,-0.13,0.56,-0.00,47.89,0.01,47.84,0.02
0.62,-2.55,-0.39,0.31,0.56,0.03,47.88,0.01,47.85,0.02
0.63,-3.69,0.24,-0.03,0.56,0.05,47.89,0.00,47.85,0.02
0.64,-2.75,-0.27,0.19,0.56,0.08,47.89,0.00,47.85,0.02
0.65,-3.25,0.00,0.09,0.56,0.09,47.90,0.00,47.85,0.02
0.66,-2.14,-0.60,-0.22,0.56,0.09,47.89,0.01,47.85,0.02
0.67,-2.85,-0.22,0.24,0.56,0.09,47.90,0.01,47.85,0.02
0.68,-2.16,-0.60,-0.03,0.56,0.09,47.90,0.01,47.85,0.02
0.69,-3.95,0.37,0.12,0.56,0.10,47.90,0.00,47.85,0.02
0.70,-3.81,0.30,-0.06,0.56,0.10,47.90,0.00,47.84,0.02
0.71,-2.40,-0.46,-0.07,0.64,0.10,47.88,0.00,47.84,0.02
0.72,-2.72,-0.52,0.31,0.64,0.10,47.89,0.01,47.84,0.02
0.73,-2.35,-0.72,0.80,0.64,0.10,47.90,0.02,47.84,0.02
0.74,-2.59,-0.60,3.94,0.64,0.10,47.90,0.01,47.85,0.02
0.75,-3.61,-0.04,7.12,0.64,0.09,47.89,0.00,47.85,0.02
0.76,-3.77,0.06,7.70,0.64,0.08,47.89,0.00,47.84,0.02
0.77,-1.49,-1.19,9.82,0.64,0.07,47.89,0.01,47.86,0.03
0.78,-3.32,-0.20,12.71,0.64,0.04,47.88,0.01,47.85,0.04
0.79,-2.69,-0.55,14.48,0.64,0.02,47.88,0.01,47.84,0.04
0.80,-4.08,0.21,13.37,0.64,0.02,47.90,0.00,47.85,0.06
0.81,-6.16,1.36,10.66,0.72,0.01,47.89,0.00,47.85,0.08
0.82,-5.46,0.79,4.78,0.72,0.01,47.90,0.01,47.85,0.05
0.83,-5.24,0.69,0.57,0.72,0.02,47.88,0.01,47.86,0.04
0.84,-4.71,0.42,0.21,0.72,0.04,47.90,0.01,47.85,0.02
0.85,-2.61,-0.72,0.04,0.72,0.08,47.89,0.00,47.86,0.02
0.86,-3.21,-0.41,0.36,0.72,0.13,47.90,0.00,47.84,0.02
0.87,-4.35,0.22,0.60,0.72,0.16,47.90,0.00,47.86,0.02
0.88,-3.49,-0.25,5.03,0.72,0.17,47.89,0.00,47.84,0.02
0.89,-2.99,-0.53,5.76,0.72,0.17,47.89,0.01,47.85,0.03
0.90,-4.49,0.29,5.69,0.72,0.18,47.89,0.00,47.86,0.03
0.91,-4.38,0.23,6.45,0.72,0.19,47.89,-0.00,47.85,0.03
0.92,-4.11,-0.12,7.98,0.80,0.19,47.89,-0.00,47.85,0.05
0.93,-5.16,0.45,6.25,0.80,0.21,47.89,-0.00,47.84,0.04
0.94,-5.79,0.81,3.71,0.80,0.23,47.88,0.00,47.85,0.04
0.95,-4.52,0.13,4.23,0.80,0.26,47.89,0.00,47.85,0.03
0.96,-3.23,-0.57,4.43,0.80,0.29,47.90,0.00,47.85,0.04
0.97,-5.55,0.69,3.14,0.80,0.29,47.89,-0.00,47.84,0.03
0.98,-4.79,0.30,4.94,0.80,0.33,47.89,0.00,47.84,0.03
0.99,-3.19,-0.57,4.50,0.80,0.36,47.89,0.00,47.84,0.05
1.00,-3.96,-0.16,3.95,0.80,0.39,47.89,0.00,47.85,0.04
1.01,-5.42,0.65,5.88,0.80,0.41,47.90,-0.00,47.85,0.04
1.02,-4.86,0.14,7.08,0.88,0.44,47.89,0.00,47.85,0.04
1.03,-4.12,-0.27,3.64,0.88,0.44,47.90,0.00,47.85,0.05
1.04,-5.43,0.45,2.65,0.88,0.43,47.90,-0.00,47.85,0.04
1.05,-5.67,0.59,4.92,0.88,0.43,47.88,0.00,47.85,0.04
1.06,-3.73,-0.46,5.46,0.88,0.43,47.89,-0.00,47.84,0.04
1.07,-4.98,0.22,5.34,0.88,0.43,47.89,-0.00,47.85,0.05
1.08,-5.45,0.49,4.34,0.88,0.43,47.90,-0.00,47.85,0.05
1.09,-4.60,0.04,4.76,0.88,0.45,47.89,-0.00,47.85,0.04
1.10,-4.63,0.05,4.85,0.88,0.48,47.90,-0.00,47.84,0.04
1.11,-4.79,0.15,5.79,0.88,0.51,47.89,-0.00,47.85,0.05
1.12,-5.19,0.37,5.22,0.96,0.54,47.90,-0.00,47.85,0.05
1.13,-5.40,0.27,4.71,0.96,0.54,47.89,-0.00,47.85,0.05
1.14,-5.11,0.12,5.84,0.96,0.56,47.89,-0.00,47.84,0.04
1.15,-4.18,-0.39,6.79,0.96,0.57,47.90,0.00,47.86,0.05
1.16,-6.50,0.88,5.35,0.96,0.59,47.89,-0.00,47.85,0.05
1.17,-6.02,0.64,4.82,0.96,0.60,47.89,0.00,47.85,0.05
1.18,-4.15,-0.38,5.71,0.96,0.61,47.90,-0.00,47.85,0.05
1.19,-5.88,0.56,4.93,0.96,0.62,47.89,-0.00,47.85,0.04
1.20,-5.77,0.52,5.88,0.96,0.62,47.89,0.00,47.85,0.04
1.21,-4.42,-0.22,5.94,0.96,0.64,47.90,-0.00,47.85,0.05
1.22,-6.23,0.77,4.11,1.04,0.66,47.89,-0.00,47.85,0.06
1.23,-5.97,0.42,5.60,1.04,0.68,47.89,0.00,47.85,0.05
1.24,-5.03,-0.09,5.15,1.04,0.70,47.88,-0.00,47.85,0.06
1.25,-6.34,0.63,5.44,1.04,0.71,47.90,-0.00,47.85,0.06
1.26,-5.86,0.38,6.36,1.04,0.73,47.88,0.00,47.85,0.06
1.27,-5.29,0.07,7.79,1.04,0.75,47.89,-0.00,47.85,0.05
1.28,-6.17,0.56,4.92,1.04,0.75,47.89,-0.00,47.84,0.05
1.29,-5.80,0.37,4.86,1.04,0.78,47.89,0.00,47.85,0.06
