time_s,load_velocity,load_torque,test_velocity,test_torque,loadcell_torque_nm,load_voltage,load_current,test_voltage,test_current
0.01,-0.21,-0.17,-0.10,0.00,-0.00,47.91,0.00,47.87,-0.00
0.02,-0.09,-0.23,-0.08,0.00,-0.00,47.89,0.00,47.87,-0.00
0.03,-0.14,-0.21,0.01,0.00,-0.00,47.91,0.00,47.87,0.00
0.04,-0.01,-0.29,-0.07,0.00,-0.00,47.90,0.00,47.86,-0.00
0.05,-0.13,-0.23,0.03,0.00,-0.00,47.88,0.00,47.86,-0.00
0.06,-0.26,-0.16,-0.34,0.00,-0.00,47.90,0.00,47.87,-0.00
0.07,0.03,-0.33,0.00,0.00,-0.00,47.90,0.00,47.87,-0.00
0.08,-0.19,-0.21,0.24,0.00,-0.01,47.90,0.00,47.86,0.00
0.09,0.01,-0.33,-0.08,0.00,-0.01,47.90,0.00,47.87,0.00
0.10,-0.24,-0.47,0.16,0.00,-0.01,47.90,0.01,47.86,-0.00
0.11,-0.44,-0.37,0.14,0.22,-0.01,47.91,0.01,47.88,0.00
0.12,-0.50,-0.34,0.16,0.22,-0.01,47.90,0.00,47.86,0.00
0.13,-0.36,-0.42,0.14,0.22,-0.01,47.90,0.01,47.87,0.00
0.14,-0.70,-0.25,0.33,0.22,-0.01,47.90,0.01,47.87,0.00
0.15,-0.50,-0.35,-0.09,0.22,-0.01,47.90,0.00,47.87,0.00
0.16,-0.36,-0.44,-0.07,0.22,-0.01,47.91,0.01,47.87,0.00
0.17,-0.36,-0.45,0.04,0.22,-0.02,47.90,0.01,47.87,0.00
0.18,-0.03,-0.64,0.29,0.22,-0.03,47.90,0.01,47.86,0.00
0.19,-0.13,-0.60,0.11,0.22,-0.03,47.89,0.01,47.87,0.00
0.20,-0.19,-0.84,0.01,0.22,-0.03,47.90,0.02,47.87,0.00
0.21,-0.94,-0.45,0.01,0.33,-0.04,47.90,0.01,47.87,0.00
0.22,-0.76,-0.55,0.11,0.33,-0.05,47.91,0.01,47.87,0.00
0.23,-0.34,-0.79,-0.13,0.33,-0.06,47.91,0.02,47.86,0.00
0.24,-0.35,-0.80,-0.12,0.33,-0.07,47.90,0.02,47.86,0.00
0.25,-0.40,-0.78,-0.08,0.33,-0.08,47.90,0.02,47.87,0.00
0.26,-0.29,-0.85,0.17,0.33,-0.09,47.90,0.02,47.87,0.00
0.27,-0.95,-0.51,-0.09,0.33,-0.09,47.89,0.02,47.87,0.00
0.28,-0.63,-0.68,0.14,0.33,-0.10,47.90,0.01,47.87,0.00
0.29,-0.23,-0.92,-0.05,0.33,-0.12,47.90,0.02,47.86,0.00
0.30,-0.62,-0.72,0.10,0.33,-0.13,47.91,0.02,47.87,0.00
0.31,-1.02,-0.78,0.29,0.44,-0.15,47.91,0.02,47.88,0.01
0.32,-1.47,-0.55,1.13,0.44,-0.17,47.90,0.02,47.87,0.01
0.33,-1.78,-0.38,3.28,0.44,-0.19,47.90,0.01,47.87,0.01
0.34,-2.98,0.28,6.45,0.44,-0.20,47.90,0.00,47.87,0.01
0.35,-1.90,-0.30,7.59,0.44,-0.20,47.91,0.00,47.86,0.01
0.36,-0.86,-0.88,6.62,0.44,-0.22,47.90,0.01,47.87,0.02
0.37,-1.16,-0.72,7.90,0.44,-0.22,47.90,0.01,47.86,0.01
0.38,-2.33,-0.08,9.08,0.44,-0.22,47.89,0.00,47.87,0.02
0.39,-2.28,-0.10,9.99,0.44,-0.21,47.90,0.00,47.87,0.02
0.40,-1.89,-0.31,6.48,0.44,-0.20,47.90,0.00,47.86,0.02
0.41,-2.92,-0.02,6.55,0.55,-0.19,47.90,-0.00,47.87,0.03
0.42,-3.56,0.34,5.01,0.55,-0.18,47.89,-0.00,47.87,0.03
0.43,-3.12,0.11,3.95,0.55,-0.18,47.90,0.00,47.87,0.03
0.44,-3.35,0.23,3.36,0.55,-0.17,47.90,0.00,47.86,0.02
0.45,-2.39,-0.28,1.97,0.55,-0.15,47.90,0.00,47.86,0.02
0.46,-2.38,-0.29,0.62,0.55,-0.12,47.90,0.00,47.86,0.02
0.47,-1.89,-0.56,-0.45,0.55,-0.09,47.91,0.00,47.86,0.01
0.48,-3.03,0.06,0.16,0.55,-0.07,47.90,0.00,47.86,0.02
0.49,-2.13,-0.43,0.30,0.55,-0.04,47.90,0.00,47.87,0.02
0.50,-3.12,0.11,0.24,0.55,-0.02,47.90,0.00,47.86,0.02
0.51,-2.21,-0.66,0.02,0.66,-0.02,47.90,0.01,47.87,0.02
0.52,-2.89,-0.29,0.40,0.66,-0.00,47.91,0.00,47.87,0.02
0.53,-2.13,-0.71,0.55,0.66,0.02,47.90,0.01,47.87,0.02
0.54,-2.72,-0.39,1.27,0.66,0.05,47.90,0.01,47.86,0.02
0.55,-3.87,0.23,3.52,0.66,0.06,47.91,0.00,47.86,0.02
0.56,-3.05,-0.21,5.53,0.66,0.06,47.90,-0.00,47.87,0.03
0.57,-2.89,-0.29,6.46,0.66,0.06,47.91,0.00,47.87,0.02
0.58,-2.91,-0.28,7.39,0.66,0.06,47.90,0.00,47.86,0.02
0.59,-2.98,-0.25,8.20,0.66,0.06,47.90,0.00,47.88,0.04
0.60,-4.89,0.81,8.27,0.66,0.06,47.90,-0.00,47.86,0.04
0.61,-4.66,0.42,5.55,0.66,0.06,47.91,0.00,47.87,0.04
0.62,-3.04,-0.45,3.92,0.77,0.08,47.91,-0.00,47.87,0.04
0.63,-3.39,-0.26,4.29,0.77,0.08,47.90,-0.00,47.86,0.04
0.64,-4.70,0.46,0.53,0.77,0.09,47.90,-0.00,47.86,0.04
0.65,-3.31,-0.29,1.47,0.77,0.10,47.91,0.00,47.87,0.03
0.66,-2.12,-0.94,1.49,0.77,0.10,47.90,0.01,47.86,0.03
0.67,-3.48,-0.21,3.61,0.77,0.10,47.90,0.00,47.87,0.03
0.68,-3.52,-0.18,4.26,0.77,0.10,47.90,0.00,47.87,0.03
0.69,-4.87,0.56,6.39,0.77,0.09,47.90,-0.00,47.86,0.03
0.70,-4.44,0.34,5.10,0.77,0.10,47.90,-0.00,47.87,0.04
0.71,-4.19,-0.07,5.26,0.77,0.11,47.90,0.00,47.86,0.04
0.72,-5.23,0.51,2.38,0.88,0.13,47.90,-0.00,47.86,0.04
0.73,-5.11,0.45,6.11,0.88,0.16,47.90,-0.00,47.87,0.03
0.74,-4.85,0.32,4.15,0.88,0.16,47.90,0.00,47.87,0.05
0.75,-4.56,0.17,6.02,0.88,0.18,47.90,-0.00,47.86,0.04
0.76,-4.34,0.06,3.33,0.88,0.20,47.89,-0.00,47.87,0.05
0.77,-4.55,0.17,5.78,0.88,0.23,47.90,-0.00,47.87,0.03
0.78,-5.22,0.54,4.01,0.88,0.25,47.90,-0.00,47.87,0.04
0.79,-4.72,0.29,6.59,0.88,0.28,47.90,0.00,47.87,0.05
0.80,-4.13,-0.03,2.72,0.88,0.30,47.90,-0.00,47.86,0.04
0.81,-4.72,0.02,6.32,0.88,0.33,47.90,0.00,47.86,0.04
0.82,-5.71,0.57,4.27,0.99,0.33,47.91,-0.00,47.87,0.05
0.83,-5.02,0.20,5.65,0.99,0.34,47.90,-0.00,47.88,0.06
0.84,-4.82,0.09,6.07,0.99,0.35,47.91,-0.00,47.87,0.06
0.85,-6.31,0.92,6.73,0.99,0.35,47.90,0.00,47.87,0.05
0.86,-4.91,0.17,5.04,0.99,0.36,47.89,0.00,47.87,0.05
0.87,-4.64,0.03,4.20,0.99,0.38,47.91,-0.00,47.87,0.06
0.88,-6.47,1.03,5.34,0.99,0.40,47.90,0.00,47.87,0.05
0.89,-4.53,-0.01,3.58,0.99,0.43,47.90,0.00,47.87,0.06
0.90,-4.07,-0.27,2.89,0.99,0.43,47.90,-0.00,47.87,0.05
0.91,-5.83,0.69,6.36,0.99,0.45,47.89,-0.00,47.86,0.05
0.92,-6.15,0.60,5.87,1.10,0.46,47.90,0.00,47.86,0.05
0.93,-5.26,0.13,6.41,1.10,0.47,47.89,-0.00,47.86,0.05
0.94,-5.93,0.50,6.09,1.10,0.47,47.91,-0.00,47.87,0.06
0.95,-5.93,0.51,6.63,1.10,0.48,47.89,0.00,47.86,0.06
0.96,-6.00,0.56,4.53,1.10,0.49,47.91,0.00,47.87,0.07
0.97,-5.33,0.20,5.80,1.10,0.49,47.90,-0.00,47.87,0.06
0.98,-5.62,0.36,3.48,1.10,0.51,47.89,-0.00,47.87,0.06
0.99,-6.20,0.69,6.25,1.10,0.52,47.91,0.00,47.87,0.06
1.00,-5.45,0.29,5.17,1.10,0.53,47.90,0.00,47.88,0.06
1.01,-5.81,0.49,4.43,1.10,0.54,47.90,0.00,47.87,0.05
1.02,-5.62,0.12,4.45,1.21,0.54,47.91,-0.00,47.87,0.06
1.03,-5.45,0.02,5.75,1.21,0.55,47.90,-0.00,47.86,0.07
1.04,-7.11,0.94,7.22,1.21,0.56,47.90,0.00,47.87,0.07
1.05,-5.95,0.32,7.67,1.21,0.56,47.91,0.00,47.86,0.07
1.06,-5.68,0.18,8.04,1.21,0.57,47.91,-0.00,47.87,0.05
1.07,-7.48,1.17,5.90,1.21,0.57,47.90,0.01,47.87,0.07
1.08,-4.86,-0.24,4.19,1.21,0.58,47.90,0.00,47.87,0.07
1.09,-5.15,-0.09,5.26,1.21,0.58,47.89,-0.00,47.86,0.07
1.10,-6.67,0.74,6.78,1.21,0.59,47.90,0.00,47.87,0.06
1.11,-6.25,0.52,7.77,1.21,0.59,47.90,0.00,47.87,0.08
1.12,-6.81,0.57,6.58,1.21,0.59,47.90,0.00,47.87,0.07
1.13,-7.29,0.84,7.32,1.32,0.59,47.90,0.01,47.87,0.09
1.14,-6.74,0.55,7.09,1.32,0.60,47.90,0.00,47.86,0.08
1.15,-6.39,0.36,6.84,1.32,0.61,47.90,0.00,47.87,0.08
1.16,-6.97,0.69,6.64,1.32,0.62,47.90,0.00,47.87,0.08
1.17,-6.42,0.39,8.04,1.32,0.63,47.90,0.00,47.87,0.07
1.18,-7.83,1.17,7.40,1.32,0.64,47.90,0.01,47.86,0.07
1.19,-6.45,0.44,6.89,1.32,0.65,47.91,0.01,47.86,0.07
1.20,-6.55,0.49,6.63,1.32,0.66,47.90,0.00,47.86,0.07
1.21,-7.27,0.90,5.80,1.32,0.66,47.90,0.01,47.87,0.08
