time_s,load_velocity,load_torque,test_velocity,test_torque,loadcell_torque_nm,load_voltage,load_current,test_voltage,test_current
0.01,-0.05,-0.14,-0.09,0.00,-0.00,47.90,-0.00,47.87,-0.00
0.02,-0.02,-0.16,0.04,0.00,-0.00,47.90,0.00,47.87,0.00
0.03,-0.12,-0.11,0.24,0.00,-0.00,47.91,0.00,47.86,-0.00
0.04,-0.03,-0.16,-0.13,0.00,-0.00,47.90,0.00,47.86,0.00
0.05,0.00,-0.18,-0.02,0.00,-0.00,47.90,0.00,47.87,0.00
0.06,-0.04,-0.16,0.12,0.00,-0.00,47.90,0.00,47.87,0.00
0.07,0.09,-0.23,0.06,0.00,-0.00,47.90,0.00,47.86,-0.00
0.08,-0.03,-0.17,-0.04,0.00,-0.00,47.90,0.00,47.87,-0.00
0.09,-0.13,-0.12,-0.05,0.00,-0.00,47.90,0.00,47.87,0.00
0.11,-0.21,-0.25,0.00,0.00,-0.00,47.89,0.00,47.87,-0.00
0.11,-0.13,-0.29,0.29,0.22,-0.00,47.90,0.00,47.86,0.00
0.12,-0.23,-0.24,0.08,0.22,-0.00,47.90,0.00,47.87,0.00
0.13,-0.04,-0.35,-0.10,0.22,-0.00,47.91,0.00,47.86,0.00
0.14,-0.00,-0.38,0.04,0.22,-0.00,47.90,0.00,47.86,0.00
0.15,-0.09,-0.34,-0.01,0.22,-0.00,47.90,0.00,47.86,0.00
0.16,-0.18,-0.29,0.22,0.22,-0.00,47.89,0.00,47.86,0.00
0.17,0.05,-0.43,-0.13,0.22,-0.00,47.90,0.00,47.87,0.00
0.18,-0.00,-0.40,0.10,0.22,-0.00,47.91,0.01,47.87,0.00
0.19,-0.14,-0.34,0.04,0.22,-0.00,47.89,0.01,47.87,0.00
0.21,0.04,-0.60,0.28,0.22,-0.00,47.90,0.01,47.86,0.00
0.22,-0.19,-0.48,-0.05,0.33,-0.00,47.90,0.01,47.86,0.00
0.22,-0.24,-0.46,0.08,0.33,-0.00,47.90,0.01,47.87,0.00
0.23,-0.90,-0.11,-0.24,0.33,-0.00,47.90,0.00,47.87,0.00
0.24,-0.47,-0.35,-0.27,0.33,-0.00,47.90,0.00,47.87,0.00
0.25,-0.25,-0.47,0.10,0.33,-0.01,47.90,0.00,47.86,0.00
0.26,-1.07,-0.03,0.05,0.33,-0.01,47.91,0.00,47.87,0.00
0.27,0.07,-0.65,-0.01,0.33,-0.01,47.90,0.00,47.86,0.00
0.28,-0.33,-0.44,-0.03,0.33,-0.01,47.90,0.01,47.86,0.00
0.29,-0.51,-0.35,-0.10,0.33,-0.01,47.90,0.01,47.86,0.00
0.31,-1.97,0.28,0.33,0.33,-0.01,47.90,0.00,47.87,0.00
0.32,-0.97,-0.27,-0.10,0.44,-0.01,47.90,0.00,47.86,0.01
0.32,-0.78,-0.37,-0.16,0.44,-0.01,47.90,0.00,47.87,0.01
0.33,-1.18,-0.15,0.09,0.44,-0.01,47.90,0.00,47.86,0.01
0.34,-0.65,-0.45,-0.24,0.44,-0.01,47.90,0.00,47.86,0.01
0.35,-0.96,-0.27,0.35,0.44,-0.01,47.90,0.00,47.87,0.01
0.36,-0.89,-0.31,0.30,0.44,-0.01,47.89,0.00,47.87,0.01
0.37,-0.49,-0.53,0.13,0.44,-0.01,47.90,0.00,47.87,0.01
0.38,-0.12,-0.75,0.19,0.44,-0.01,47.89,0.01,47.87,0.01
0.39,-0.60,-0.49,0.39,0.44,-0.01,47.90,0.01,47.87,0.01
0.41,-0.42,-0.59,0.16,0.44,-0.01,47.90,0.01,47.87,0.01
0.41,-1.57,-0.14,0.28,0.55,-0.01,47.90,0.01,47.87,0.01
0.42,-0.61,-0.67,-0.06,0.55,-0.01,47.90,0.01,47.87,0.01
0.43,-1.34,-0.27,0.07,0.55,-0.01,47.91,0.01,47.86,0.01
0.44,-0.72,-0.62,0.05,0.55,-0.01,47.90,0.01,47.88,0.01
0.45,-0.91,-0.52,-0.05,0.55,-0.01,47.89,0.01,47.87,0.01
0.46,-1.32,-0.31,0.06,0.55,-0.01,47.90,0.01,47.88,0.02
0.47,-0.63,-0.68,-0.20,0.55,-0.01,47.90,0.01,47.87,0.01
0.48,-1.00,-0.49,-0.27,0.55,-0.01,47.91,0.01,47.86,0.01
0.49,-0.55,-0.74,0.22,0.55,-0.01,47.90,0.01,47.87,0.01
0.51,-0.80,-0.61,0.24,0.55,-0.07,47.89,0.01,47.86,0.01
0.51,-0.70,-0.85,0.71,0.66,-0.07,47.91,0.02,47.87,0.01
0.52,-2.29,0.03,4.38,0.66,-0.08,47.90,0.01,47.87,0.02
0.53,-2.62,0.21,5.30,0.66,-0.09,47.90,0.00,47.87,0.02
0.54,-1.26,-0.52,8.23,0.66,-0.10,47.90,0.00,47.87,0.03
0.55,-1.24,-0.54,8.90,0.66,-0.10,47.90,0.01,47.87,0.03
0.56,-1.53,-0.39,10.96,0.66,-0.10,47.90,0.01,47.87,0.03
0.57,-2.98,0.40,13.20,0.66,-0.10,47.90,0.00,47.87,0.03
0.58,-3.77,0.84,13.73,0.66,-0.10,47.89,0.00,47.86,0.05
0.59,-3.99,0.99,10.09,0.66,-0.10,47.91,0.01,47.87,0.07
0.60,-4.09,1.07,5.36,0.66,-0.09,47.90,0.01,47.87,0.05
0.61,-2.97,0.31,-0.98,0.77,-0.08,47.90,0.01,47.87,0.03
