time_s,load_velocity,load_torque,test_velocity,test_torque,loadcell_torque_nm,load_voltage,load_current,test_voltage,test_current
0.01,-0.12,-0.21,0.05,0.06,0.00,47.91,0.00,47.87,0.00
0.02,-0.04,-0.26,0.19,0.06,0.00,47.90,0.00,47.87,0.00
0.03,-0.15,-0.21,0.02,0.06,0.00,47.91,0.00,47.87,-0.00
0.04,-0.15,-0.21,-0.12,0.06,0.00,47.90,0.00,47.87,0.00
0.05,-0.13,-0.22,-0.03,0.06,0.00,47.90,0.00,47.86,0.00
0.06,0.04,-0.32,-0.08,0.06,-0.00,47.91,0.00,47.86,0.00
0.07,0.05,-0.33,0.02,0.06,-0.00,47.91,0.00,47.86,0.00
0.08,-0.13,-0.24,0.09,0.06,-0.00,47.91,0.00,47.87,0.00
0.09,-0.03,-0.30,-0.12,0.06,-0.00,47.91,0.00,47.87,0.00
0.10,0.11,-0.65,-0.04,0.12,-0.01,47.90,0.01,47.87,0.00
0.11,-0.30,-0.44,0.08,0.12,-0.01,47.90,0.01,47.87,0.00
0.12,-0.05,-0.58,-0.06,0.12,-0.01,47.91,0.01,47.86,0.00
0.13,-0.03,-0.60,0.14,0.12,-0.02,47.91,0.01,47.86,0.00
0.14,-0.12,-0.57,0.06,0.12,-0.02,47.90,0.01,47.86,0.00
0.15,-0.17,-0.55,0.33,0.12,-0.02,47.91,0.01,47.87,0.00
0.16,0.05,-0.68,-0.18,0.12,-0.03,47.90,0.01,47.86,0.00
0.17,-0.02,-0.65,0.09,0.12,-0.03,47.91,0.01,47.86,0.00
0.18,-0.08,-0.63,0.08,0.12,-0.03,47.91,0.01,47.86,0.00
0.19,-0.05,-0.66,0.18,0.12,-0.04,47.91,0.01,47.87,0.00
0.20,0.02,-0.98,0.10,0.12,-0.05,47.91,0.02,47.88,0.00
0.21,-0.45,-0.74,-0.05,0.18,-0.05,47.91,0.02,47.86,0.00
0.22,-0.55,-0.69,0.17,0.18,-0.06,47.90,0.01,47.87,0.00
0.23,-0.52,-0.72,0.24,0.18,-0.06,47.91,0.02,47.86,0.00
0.24,-0.55,-0.71,0.11,0.18,-0.07,47.91,0.02,47.86,0.00
0.25,0.02,-1.03,0.15,0.18,-0.07,47.90,0.02,47.87,0.00
0.26,-0.22,-0.92,-0.07,0.18,-0.08,47.91,0.02,47.87,0.00
0.27,-0.21,-0.93,-0.00,0.18,-0.09,47.91,0.02,47.87,0.00
0.28,-0.30,-0.90,-0.09,0.18,-0.10,47.91,0.03,47.87,0.00
0.29,-0.64,-0.72,0.29,0.18,-0.11,47.91,0.02,47.87,0.00
0.30,-0.46,-0.83,2.75,0.18,-0.12,47.91,0.02,47.86,0.00
0.31,-1.07,-0.79,3.74,0.24,-0.13,47.91,0.02,47.86,0.00
0.32,-1.54,-0.54,3.24,0.24,-0.13,47.90,0.01,47.86,0.00
0.33,-1.02,-0.82,4.77,0.24,-0.14,47.91,0.01,47.86,0.00
0.34,-1.54,-0.54,4.11,0.24,-0.14,47.91,0.01,47.86,0.01
0.35,-2.53,-0.00,3.37,0.24,-0.13,47.91,0.01,47.87,0.01
0.36,-2.61,0.05,2.03,0.24,-0.12,47.91,0.00,47.87,0.01
0.37,-2.56,0.03,-0.73,0.24,-0.11,47.90,0.00,47.87,0.01
0.38,-1.96,-0.30,-0.57,0.24,-0.10,47.90,0.00,47.87,0.00
0.39,-1.26,-0.69,0.22,0.24,-0.08,47.91,0.01,47.86,0.00
0.40,-1.28,-0.68,0.31,0.24,-0.07,47.91,0.01,47.87,0.00
0.41,-0.91,-1.17,0.43,0.30,-0.07,47.90,0.02,47.86,0.00
0.42,-1.25,-0.99,0.25,0.30,-0.05,47.90,0.02,47.87,0.00
0.43,-1.55,-0.84,0.83,0.30,-0.04,47.91,0.02,47.87,0.01
0.44,-1.36,-0.94,2.47,0.30,-0.04,47.91,0.02,47.87,0.00
0.45,-1.92,-0.65,3.56,0.30,-0.04,47.91,0.02,47.87,0.00
0.46,-3.17,0.03,7.21,0.30,-0.03,47.91,0.00,47.86,0.01
0.47,-2.79,-0.16,6.75,0.30,-0.02,47.90,0.00,47.87,0.01
0.48,-1.46,-0.89,5.72,0.30,-0.02,47.90,0.01,47.86,0.01
0.49,-2.42,-0.37,4.94,0.30,-0.00,47.91,0.01,47.86,0.01
0.50,-2.63,-0.25,5.22,0.30,0.02,47.90,0.00,47.87,0.01
0.51,-2.76,-0.45,6.18,0.36,0.05,47.90,0.00,47.87,0.01
0.52,-3.49,-0.06,5.21,0.36,0.07,47.89,0.01,47.87,0.01
0.53,-4.12,0.29,4.29,0.36,0.09,47.91,0.00,47.87,0.01
0.54,-3.17,-0.22,5.61,0.36,0.10,47.91,0.00,47.87,0.01
0.55,-3.11,-0.26,5.92,0.36,0.10,47.90,0.00,47.87,0.01
0.56,-3.26,-0.17,4.44,0.36,0.10,47.91,0.00,47.87,0.01
0.57,-3.20,-0.20,4.21,0.36,0.11,47.91,0.00,47.87,0.01
0.58,-2.79,-0.42,1.70,0.36,0.11,47.91,0.00,47.87,0.01
0.59,-3.23,-0.18,1.92,0.36,0.11,47.91,0.00,47.86,0.01
0.60,-3.58,0.01,3.19,0.36,0.12,47.91,0.00,47.87,0.01
0.61,-3.46,-0.32,3.14,0.42,0.13,47.90,0.00,47.87,0.01
0.62,-3.47,-0.32,3.75,0.42,0.13,47.91,0.00,47.87,0.01
0.63,-3.90,-0.09,2.34,0.42,0.15,47.91,0.00,47.87,0.01
0.64,-4.00,-0.02,1.02,0.42,0.15,47.91,0.00,47.87,0.02
0.65,-3.74,-0.17,3.95,0.42,0.17,47.91,0.00,47.87,0.02
0.66,-3.30,-0.40,4.28,0.42,0.19,47.90,0.00,47.87,0.01
0.67,-2.56,-0.81,4.52,0.42,0.20,47.90,0.01,47.86,0.01
0.68,-3.56,-0.28,6.58,0.42,0.21,47.91,0.01,47.86,0.01
0.69,-4.96,0.50,3.91,0.42,0.22,47.90,-0.00,47.86,0.01
0.70,-3.89,-0.07,4.69,0.42,0.22,47.91,-0.00,47.87,0.02
0.71,-3.19,-0.73,3.82,0.48,0.22,47.91,0.01,47.87,0.02
0.72,-3.90,-0.35,2.79,0.48,0.22,47.91,0.01,47.86,0.01
0.73,-5.28,0.40,6.19,0.48,0.23,47.90,0.00,47.87,0.01
0.74,-4.63,0.06,4.80,0.48,0.23,47.91,-0.00,47.87,0.01
0.75,-3.83,-0.37,4.57,0.48,0.24,47.89,0.00,47.87,0.02
0.76,-4.18,-0.19,2.56,0.48,0.25,47.90,0.00,47.87,0.02
0.77,-5.10,0.32,3.41,0.48,0.25,47.90,0.00,47.86,0.02
0.78,-4.47,-0.02,6.06,0.48,0.26,47.90,0.00,47.87,0.01
0.79,-4.23,-0.15,4.72,0.48,0.26,47.90,0.00,47.86,0.02
0.80,-4.97,0.26,4.23,0.48,0.26,47.91,0.00,47.87,0.02
0.81,-3.53,-0.52,2.37,0.48,0.26,47.91,0.00,47.87,0.01
0.82,-4.36,-0.35,5.49,0.54,0.26,47.91,0.01,47.87,0.01
0.83,-4.49,-0.28,4.80,0.54,0.27,47.90,0.01,47.87,0.02
0.84,-4.99,-0.00,6.88,0.54,0.27,47.91,0.00,47.87,0.02
0.85,-4.94,-0.02,6.47,0.54,0.27,47.91,0.00,47.87,0.03
0.86,-5.03,0.03,5.54,0.54,0.27,47.91,-0.00,47.87,0.02
0.87,-5.05,0.05,4.91,0.54,0.27,47.91,0.00,47.86,0.02
0.88,-4.36,-0.33,5.36,0.54,0.28,47.91,0.00,47.86,0.03
0.89,-4.91,-0.03,3.64,0.54,0.29,47.90,0.00,47.86,0.02
0.90,-5.13,0.10,3.75,0.54,0.30,47.90,0.00,47.87,0.02
0.91,-4.46,-0.26,2.61,0.54,0.31,47.91,0.00,47.86,0.02
0.92,-4.06,-0.76,5.31,0.60,0.32,47.89,0.01,47.86,0.02
0.93,-6.20,0.40,4.56,0.60,0.33,47.90,0.01,47.87,0.02
0.94,-5.80,0.19,6.34,0.60,0.33,47.91,-0.00,47.87,0.03
0.95,-4.03,-0.77,4.67,0.60,0.33,47.90,0.01,47.86,0.03
0.96,-5.76,0.17,5.81,0.60,0.33,47.90,0.00,47.86,0.03
0.97,-5.68,0.14,7.31,0.60,0.33,47.90,-0.00,47.86,0.03
0.98,-4.39,-0.56,3.49,0.60,0.34,47.90,0.00,47.87,0.04
0.99,-5.20,-0.12,5.58,0.60,0.35,47.90,0.00,47.87,0.03
1.00,-4.80,-0.33,3.87,0.60,0.36,47.91,-0.00,47.87,0.03
1.01,-4.32,-0.60,8.19,0.60,0.36,47.91,0.01,47.87,0.02
1.02,-6.12,0.11,6.75,0.66,0.36,47.91,-0.00,47.87,0.02
1.03,-6.59,0.38,6.22,0.66,0.37,47.90,-0.00,47.87,0.03
1.04,-5.62,-0.15,7.59,0.66,0.37,47.90,0.00,47.87,0.03
1.05,-5.63,-0.14,6.83,0.66,0.38,47.90,0.00,47.86,0.03
1.06,-6.44,0.31,5.40,0.66,0.39,47.90,-0.00,47.86,0.03
1.07,-6.22,0.20,6.86,0.66,0.40,47.90,-0.00,47.87,0.03
1.08,-5.55,-0.16,7.15,0.66,0.41,47.90,-0.00,47.86,0.02
1.09,-6.47,0.34,5.81,0.66,0.42,47.91,-0.00,47.86,0.03
1.10,-6.29,0.26,6.30,0.66,0.42,47.91,-0.00,47.87,0.03
1.11,-4.77,-0.57,4.08,0.66,0.43,47.91,0.01,47.87,0.03
1.12,-6.65,0.18,5.91,0.72,0.44,47.91,0.00,47.87,0.03
1.13,-6.69,0.21,6.57,0.72,0.45,47.90,-0.00,47.87,0.03
1.14,-5.97,-0.18,6.53,0.72,0.47,47.91,0.00,47.87,0.03
1.15,-7.18,0.49,6.60,0.72,0.48,47.91,-0.00,47.87,0.03
1.16,-5.92,-0.20,7.49,0.72,0.49,47.90,0.00,47.87,0.05
1.17,-6.89,0.33,6.27,0.72,0.51,47.91,-0.00,47.86,0.05
1.18,-6.67,0.23,5.22,0.72,0.51,47.90,-0.00,47.86,0.04
1.19,-5.45,-0.44,5.70,0.72,0.52,47.91,0.00,47.87,0.04
1.20,-6.88,0.34,7.50,0.72,0.54,47.91,-0.00,47.86,0.04
1.21,-6.80,0.31,5.99,0.72,0.55,47.90,-0.00,47.86,0.04
1.22,-6.18,-0.30,5.47,0.78,0.56,47.90,0.00,47.86,0.04
1.23,-6.43,-0.16,6.77,0.78,0.57,47.91,0.00,47.86,0.04
1.24,-7.65,0.50,7.18,0.78,0.58,47.90,-0.00,47.87,0.04
1.25,-6.00,-0.39,7.43,0.78,0.58,47.90,-0.00,47.87,0.05
1.26,-7.24,0.29,7.67,0.78,0.59,47.90,-0.00,47.86,0.04
1.27,-7.47,0.42,7.14,0.78,0.59,47.90,-0.00,47.87,0.05
1.28,-6.81,0.06,5.49,0.78,0.60,47.91,-0.00,47.86,0.04
1.29,-6.76,0.04,5.68,0.78,0.61,47.91,-0.00,47.86,0.04
1.30,-6.10,-0.32,7.43,0.78,0.61,47.90,0.00,47.87,0.05
1.31,-8.28,0.87,5.84,0.78,0.62,47.90,-0.00,47.86,0.04
1.32,-6.32,-0.46,6.27,0.78,0.62,47.91,-0.00,47.87,0.04
1.33,-6.90,-0.15,8.72,0.84,0.62,47.90,0.00,47.87,0.04
1.34,-7.68,0.28,7.62,0.84,0.62,47.91,-0.00,47.87,0.04
1.35,-7.36,0.12,7.61,0.84,0.62,47.91,-0.00,47.86,0.05
1.36,-7.04,-0.06,8.40,0.84,0.63,47.89,-0.00,47.86,0.05
1.37,-7.66,0.29,7.04,0.84,0.63,47.91,-0.00,47.86,0.04
1.38,-7.33,0.11,8.09,0.84,0.64,47.91,-0.00,47.86,0.05
1.39,-7.68,0.31,7.77,0.84,0.64,47.90,-0.00,47.86,0.04
1.40,-7.22,0.06,6.58,0.84,0.64,47.91,-0.00,47.87,0.05
1.41,-7.46,0.20,6.23,0.84,0.64,47.90,-0.00,47.87,0.05
1.42,-6.26,-0.47,7.46,0.84,0.65,47.91,0.00,47.86,0.04
1.43,-7.46,-0.09,7.18,0.90,0.65,47.90,0.00,47.87,0.03
1.44,-8.71,0.61,6.78,0.90,0.65,47.90,-0.00,47.86,0.05
1.45,-7.31,-0.15,8.40,0.90,0.65,47.90,-0.00,47.86,0.05
1.46,-7.78,0.11,7.68,0.90,0.65,47.91,-0.00,47.86,0.05
1.47,-7.47,-0.06,7.07,0.90,0.65,47.90,0.00,47.87,0.06
