time_s,load_velocity,load_torque,test_velocity,test_torque,loadcell_torque_nm,load_voltage,load_current,test_voltage,test_current
0.01,-0.13,-0.10,0.02,0.00,0.00,47.91,0.00,47.86,-0.00
0.02,-0.05,-0.14,0.44,0.00,0.00,47.90,0.00,47.86,0.00
0.03,0.13,-0.24,0.04,0.00,0.00,47.89,0.00,47.87,0.00
0.04,0.04,-0.20,-0.14,0.00,0.00,47.90,0.00,47.86,-0.00
0.05,-0.08,-0.14,-0.26,0.00,0.00,47.90,0.00,47.85,0.00
0.06,-0.08,-0.14,0.07,0.00,0.00,47.90,0.00,47.86,-0.00
0.07,-0.01,-0.18,-0.28,0.00,0.00,47.90,0.00,47.87,-0.00
0.08,-0.01,-0.18,0.13,0.00,0.00,47.90,0.00,47.86,-0.00
0.09,-0.06,-0.16,-0.19,0.00,0.00,47.90,0.00,47.87,-0.00
0.10,-0.04,-0.17,0.13,0.10,0.00,47.89,0.00,47.86,0.00
0.11,0.01,-0.37,-0.04,0.10,0.00,47.90,0.00,47.87,-0.00
0.12,-0.12,-0.30,0.22,0.10,0.00,47.90,0.00,47.86,0.00
0.13,-0.16,-0.29,0.07,0.10,0.00,47.89,0.00,47.86,0.00
0.14,-0.02,-0.37,0.40,0.10,0.00,47.91,0.00,47.86,0.00
0.15,-0.05,-0.36,0.35,0.10,0.00,47.89,0.00,47.86,0.00
0.16,-0.08,-0.35,-0.18,0.10,0.00,47.90,0.00,47.86,0.00
0.17,-0.21,-0.29,-0.12,0.10,0.00,47.90,0.00,47.87,0.00
0.18,-0.13,-0.33,0.00,0.10,0.00,47.90,0.00,47.86,0.00
0.19,-0.10,-0.36,-0.07,0.10,0.00,47.90,0.00,47.87,0.00
0.20,-0.17,-0.32,-0.37,0.15,0.00,47.90,0.00,47.87,0.00
0.21,-0.20,-0.48,0.31,0.15,0.00,47.90,0.00,47.86,0.00
0.22,-0.35,-0.40,0.10,0.15,0.00,47.90,0.00,47.87,0.00
0.23,-0.25,-0.46,-0.08,0.15,0.00,47.90,0.01,47.87,0.00
0.24,0.04,-0.63,-0.07,0.15,0.00,47.90,0.01,47.86,0.00
0.25,-0.11,-0.56,-0.01,0.15,0.00,47.90,0.01,47.86,0.00
0.26,-0.22,-0.51,0.21,0.15,0.00,47.91,0.01,47.85,0.00
0.27,-0.17,-0.54,-0.02,0.15,-0.03,47.89,0.01,47.86,0.00
