time_s,load_velocity,load_torque,test_velocity,test_torque,loadcell_torque_nm,load_voltage,load_current,test_voltage,test_current
0.00,-0.01,-0.16,-0.12,0.06,-0.00,47.91,0.00,47.87,0.00
0.01,-0.03,-0.15,0.11,0.06,-0.00,47.91,-0.00,47.86,0.00
0.02,0.01,-0.18,0.03,0.06,-0.00,47.90,0.00,47.86,0.00
0.03,-0.05,-0.15,0.07,0.06,-0.00,47.90,0.00,47.87,-0.00
0.04,0.05,-0.21,0.26,0.06,-0.00,47.91,0.00,47.86,-0.00
0.06,-0.12,-0.11,-0.10,0.06,-0.00,47.91,0.00,47.87,-0.00
0.06,-0.01,-0.18,0.02,0.06,-0.00,47.91,0.00,47.86,0.00
0.07,-0.01,-0.18,-0.10,0.06,-0.00,47.91,0.00,47.88,0.00
0.08,-0.07,-0.15,-0.04,0.06,-0.00,47.90,0.00,47.87,0.00
0.10,-0.06,-0.16,0.04,0.06,-0.00,47.91,0.00,47.87,0.00
0.11,-0.04,-0.34,0.08,0.12,-0.00,47.91,0.00,47.86,0.00
0.11,-0.16,-0.28,0.06,0.12,-0.00,47.90,0.00,47.85,0.00
0.12,-0.09,-0.33,0.07,0.12,-0.00,47.90,0.00,47.85,0.00
0.13,-0.12,-0.32,-0.12,0.12,-0.01,47.91,0.00,47.87,0.00
0.14,-0.21,-0.27,0.11,0.12,-0.01,47.91,0.00,47.87,0.00
0.15,0.03,-0.41,-0.01,0.12,-0.01,47.92,0.00,47.87,0.00
0.16,-0.09,-0.35,-0.08,0.12,-0.01,47.90,0.00,47.86,0.00
0.17,0.04,-0.43,0.17,0.12,-0.01,47.90,0.00,47.87,0.00
0.18,-0.03,-0.39,-0.02,0.12,-0.01,47.92,0.01,47.87,0.00
0.20,0.09,-0.47,0.18,0.12,-0.02,47.92,0.01,47.87,-0.00
0.20,-0.12,-0.52,0.05,0.18,-0.02,47.91,0.01,47.86,0.00
0.21,-0.49,-0.33,0.19,0.18,-0.02,47.90,0.01,47.88,0.00
0.23,-0.22,-0.48,0.14,0.18,-0.02,47.90,0.01,47.87,0.00
0.23,-0.14,-0.53,0.18,0.18,-0.03,47.91,0.01,47.86,0.00
0.24,-0.07,-0.58,0.14,0.18,-0.03,47.91,0.01,47.87,0.00
0.26,-0.06,-0.59,0.13,0.18,-0.04,47.91,0.01,47.86,0.00
0.26,-0.06,-0.60,-0.14,0.18,-0.04,47.91,0.01,47.87,0.00
0.27,-0.11,-0.58,0.13,0.18,-0.04,47.90,0.01,47.87,0.00
0.28,-0.11,-0.59,-0.03,0.18,-0.05,47.90,0.01,47.86,0.00
0.29,-0.18,-0.56,-0.22,0.18,-0.05,47.90,0.01,47.87,0.00
0.30,-0.27,-0.69,0.17,0.24,-0.06,47.90,0.02,47.86,0.00
0.31,-0.22,-0.72,0.02,0.24,-0.06,47.91,0.02,47.87,0.00
0.33,-0.02,-0.84,0.07,0.24,-0.07,47.91,0.02,47.87,0.00
0.33,0.15,-0.95,0.13,0.24,-0.08,47.90,0.02,47.87,0.00
0.34,-0.24,-0.75,0.13,0.24,-0.08,47.91,0.02,47.85,0.00
0.35,-0.04,-0.87,0.07,0.24,-0.08,47.91,0.02,47.86,0.00
0.36,-0.23,-0.77,-0.03,0.24,-0.09,47.91,0.02,47.87,0.00
0.37,-0.12,-0.85,-0.07,0.24,-0.10,47.91,0.02,47.87,0.00
0.39,-0.11,-0.87,0.24,0.24,-0.10,47.91,0.02,47.87,0.00
