time_s,load_velocity,load_torque,test_velocity,test_torque,loadcell_torque_nm,load_voltage,load_current,test_voltage,test_current
0.01,-0.08,-0.24,0.19,0.17,0.00,47.91,0.00,47.86,0.00
0.02,-0.02,-0.27,0.10,0.17,0.00,47.90,0.00,47.86,0.00
0.03,-0.03,-0.27,-0.06,0.17,0.00,47.90,0.00,47.87,0.00
0.04,-0.20,-0.18,-0.35,0.17,0.00,47.90,0.00,47.86,0.00
0.05,-0.12,-0.23,0.20,0.17,0.00,47.90,0.00,47.86,0.00
0.06,0.03,-0.32,0.16,0.17,0.00,47.90,0.00,47.87,0.00
0.07,-0.11,-0.25,-0.18,0.17,0.00,47.90,0.00,47.86,0.00
0.08,-0.16,-0.23,-0.02,0.17,0.00,47.91,0.00,47.88,0.00
0.09,-0.11,-0.26,-0.13,0.17,0.00,47.89,0.00,47.86,0.00
0.10,-0.21,-0.48,0.13,0.17,0.00,47.90,0.00,47.87,0.00
0.11,-0.35,-0.41,-0.05,0.34,-0.00,47.89,0.01,47.86,0.00
0.12,-0.49,-0.35,0.38,0.34,-0.00,47.90,0.01,47.86,0.00
0.13,-0.22,-0.50,0.01,0.34,-0.00,47.91,0.01,47.86,0.01
0.14,-0.40,-0.41,0.01,0.34,-0.00,47.91,0.01,47.87,0.01
0.15,-1.10,-0.03,-0.18,0.34,-0.00,47.91,0.00,47.87,0.01
0.16,-0.08,-0.59,0.17,0.34,-0.01,47.91,0.01,47.87,0.01
0.17,-0.17,-0.55,0.07,0.34,-0.01,47.90,0.01,47.86,0.01
0.18,-0.48,-0.39,-0.13,0.34,-0.01,47.91,0.01,47.86,0.01
0.19,-0.91,-0.16,0.24,0.34,-0.02,47.90,0.00,47.87,0.01
0.20,-0.18,-0.56,0.03,0.34,-0.03,47.90,0.01,47.89,0.01
0.21,-0.73,-0.55,0.24,0.51,-0.03,47.91,0.01,47.87,0.01
0.22,-1.11,-0.34,0.10,0.51,-0.03,47.90,0.01,47.87,0.01
0.23,-2.11,0.21,0.24,0.51,-0.04,47.90,0.00,47.87,0.01
0.24,-1.53,-0.10,0.50,0.51,-0.04,47.91,-0.00,47.87,0.02
0.25,-1.33,-0.22,-0.06,0.51,-0.05,47.90,-0.00,47.86,0.02
0.26,-2.02,0.16,0.10,0.51,-0.05,47.91,0.00,47.85,0.02
0.27,-1.51,-0.12,0.01,0.51,-0.06,47.91,0.00,47.86,0.01
0.28,-0.69,-0.57,-0.09,0.51,-0.06,47.90,0.00,47.86,0.02
0.29,-1.14,-0.33,-0.12,0.51,-0.06,47.90,0.00,47.86,0.02
0.30,-1.62,-0.08,-0.06,0.51,-0.07,47.91,0.01,47.87,0.02
0.31,-0.75,-0.83,0.11,0.68,-0.07,47.91,0.01,47.86,0.02
0.32,-0.92,-0.74,0.26,0.68,-0.08,47.90,0.01,47.86,0.02
0.33,-1.04,-0.68,0.13,0.68,-0.08,47.90,0.01,47.87,0.02
0.34,-1.27,-0.56,0.29,0.68,-0.09,47.90,0.01,47.86,0.02
0.35,-2.07,-0.12,0.21,0.68,-0.09,47.90,0.00,47.86,0.02
0.36,-2.14,-0.08,0.58,0.68,-0.09,47.90,0.00,47.86,0.02
0.37,-2.61,0.17,1.89,0.68,-0.09,47.90,0.00,47.86,0.02
0.38,-1.74,-0.30,4.90,0.68,-0.09,47.90,0.00,47.86,0.02
0.39,-0.76,-0.85,7.97,0.68,-0.09,47.90,0.02,47.86,0.02
0.40,-1.78,-0.30,8.35,0.68,-0.09,47.90,0.01,47.86,0.04
0.41,-2.77,-0.03,9.77,0.85,-0.09,47.90,0.00,47.86,0.03
0.42,-3.83,0.55,12.23,0.85,-0.09,47.91,0.00,47.87,0.05
0.43,-4.26,0.81,10.73,0.85,-0.09,47.90,0.00,47.87,0.06
0.44,-4.54,0.99,6.89,0.85,-0.09,47.91,0.02,47.87,0.06
0.45,-3.18,0.26,0.91,0.85,-0.09,47.90,0.01,47.86,0.05
0.46,-2.73,0.02,-0.51,0.85,-0.07,47.91,0.00,47.87,0.03
0.47,-2.05,-0.35,0.10,0.85,-0.03,47.91,0.00,47.86,0.03
0.48,-2.60,-0.06,1.06,0.85,0.01,47.90,0.00,47.87,0.03
0.49,-2.58,-0.06,3.69,0.85,0.04,47.90,0.00,47.86,0.04
0.50,-2.94,0.13,3.80,0.85,0.05,47.90,0.00,47.87,0.04
0.51,-3.13,-0.03,3.53,1.02,0.07,47.90,-0.00,47.87,0.05
0.52,-3.98,0.44,3.92,1.02,0.07,47.90,-0.00,47.86,0.05
0.53,-3.81,0.36,6.00,1.02,0.09,47.90,0.00,47.86,0.06
0.54,-4.06,0.50,6.29,1.02,0.12,47.90,0.00,47.86,0.05
0.55,-4.40,0.70,2.85,1.02,0.15,47.90,0.01,47.86,0.05
0.56,-2.30,-0.43,0.09,1.02,0.18,47.91,0.00,47.86,0.04
0.57,-2.34,-0.42,0.11,1.02,0.22,47.90,0.00,47.86,0.04
0.58,-2.09,-0.56,0.37,1.02,0.25,47.91,0.00,47.86,0.04
0.59,-1.99,-0.62,3.73,1.02,0.27,47.90,0.01,47.87,0.03
0.60,-3.47,0.18,4.83,1.02,0.27,47.90,0.00,47.86,0.05
0.61,-5.06,0.78,7.35,1.02,0.27,47.91,-0.00,47.86,0.05
0.62,-4.63,0.56,7.55,1.19,0.28,47.90,0.00,47.87,0.07
0.63,-4.49,0.50,8.40,1.19,0.30,47.90,0.01,47.87,0.08
0.64,-4.81,0.69,7.66,1.19,0.31,47.91,0.01,47.86,0.06
0.65,-5.19,0.92,2.91,1.19,0.33,47.91,0.02,47.86,0.06
0.66,-3.43,-0.04,1.71,1.19,0.34,47.90,0.00,47.86,0.06
0.67,-3.52,0.01,2.35,1.19,0.34,47.90,-0.00,47.85,0.05
0.68,-4.26,0.41,3.55,1.19,0.34,47.90,-0.00,47.86,0.05
0.69,-4.69,0.66,4.82,1.19,0.35,47.91,0.00,47.86,0.06
0.70,-3.98,0.28,5.80,1.19,0.36,47.90,0.00,47.86,0.06
0.71,-5.11,0.90,6.05,1.19,0.38,47.90,0.00,47.88,0.08
0.72,-5.64,0.94,3.32,1.36,0.39,47.90,0.01,47.86,0.07
0.73,-5.01,0.60,4.36,1.36,0.42,47.91,0.01,47.86,0.07
0.74,-4.07,0.09,5.43,1.36,0.44,47.90,0.00,47.87,0.08
0.75,-4.91,0.56,3.65,1.36,0.44,47.91,0.00,47.86,0.07
0.76,-4.86,0.54,5.28,1.36,0.46,47.90,0.00,47.86,0.07
0.77,-5.10,0.69,6.15,1.36,0.47,47.90,0.01,47.86,0.07
0.78,-4.97,0.63,3.89,1.36,0.48,47.91,0.01,47.87,0.08
0.79,-4.36,0.31,5.42,1.36,0.50,47.91,0.01,47.87,0.08
0.80,-4.75,0.53,3.38,1.36,0.54,47.90,0.00,47.87,0.07
